,title,date,category,venue,venue_url,address,access_url,area,closest_station,advance_price,door_price
7699,"ITALIAN PROGRESSIVE ROCK FESTIVAL: IL ROVESCIO DELLA MEDAGLIA, FORMULA 3",2013-04-27,Progressive,Club Citta,http://clubcitta.co.jp,"4-1 Ogawa-cho, Kawasaki, Kanagawa",,Kawasaki,Kawasaki,14800,
7561,"ITALIAN PROGRESSIVE ROCK FESTIVAL: MAURO PAGANI, AREA",2013-04-28,Progressive,Club Citta,http://clubcitta.co.jp,"4-1 Ogawa-cho, Kawasaki, Kanagawa",,Kawasaki,Kawasaki,14800,
7673,"ITALIAN PROGRESSIVE ROCK FESTIVAL: MAXOPHONE, MUSEO ROSENBACH",2013-04-26,Progressive,Club Citta,http://clubcitta.co.jp,"4-1 Ogawa-cho, Kawasaki, Kanagawa",,Kawasaki,Kawasaki,14800,
9404,JAPAN SHOEGAZER FESTIVAL,2012-04-21,Shoegaze,High,http://www.koenji-high.com,4-30-1 Koenji-Minami,http://koenji-high.com/access/,Koenji,Koenji,3000yen,3500yen
321,JAPAN SHOEGAZER FESTIVAL 2011,2011-07-09,Shoegaze,High,http://www.koenji-high.com,4-30-1 Koenji-Minami,http://koenji-high.com/access/,Koenji,Koenji,"Y2,000","Y2,500 (1 DRINK Y500)"
6722,JAPAN SHOEGAZER FESTIVAL 2013,2013-11-04,Festival,High,http://www.koenji-high.com,4-30-1 Koenji-Minami,http://koenji-high.com/access/,Koenji,Koenji,3500,4000
3594,"JAPAN SHOEGAZER FESTIVAL 2015: Lemons Chair, speaker gain teardrop, shelling, more",2015-07-05,Shoegaze,Club Seata,http://seata.jp,"Kichijoji Honcho 1-20-3, Musashino",,Kichijoji,Kichijoji,"3,500","4,000"
2957,JAPAN SHOEGAZER FESTIVAL 2016,2016-03-05,"Shoegaze,Festival",Club Seata,http://seata.jp,"Kichijoji Honcho 1-20-3, Musashino",,Kichijoji,Kichijoji,"3,500","4,000"
8983,"JAPAN SHOEGAZER FESTIVAL: Lemon's Chair, Tokyo Shoegazer, dario, shojoskip, more",2013-02-09,Shoegaze,Club Seata,http://seata.jp,"Kichijoji Honcho 1-20-3, Musashino",,Kichijoji,Kichijoji,3000,3500
3906,"JAPANESE NEW MUSIC FESTIVAL (M Kawabata, A Tsuyama, T Yoshida), falsettos",2015-09-02,Other,Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,2500,3000
3182,"JMW - Alternative Rock Festival w/ Roth Bart Baron, musiquo musiqua, more",2009-11-09,Alternative,La Mama,http://www.lamama.net,"Primera Dogenzaka B1, 1-15-3 Dogenzaka, Shibuya-ku",,Shibuya,,,
3254,"JMW - Australia Festival w/ Kevin Windross, Natasha Bouchard, Amber, Simon Kelly...",2009-11-12,Festival,La Mama,http://www.lamama.net,"Primera Dogenzaka B1, 1-15-3 Dogenzaka, Shibuya-ku",,Shibuya,,,
3225,"JMW - Canada Festival w/ Laurier Tiernan, Raj Ramayya, The One Russtafari, more",2009-11-15,Mixed Genre,R Lounge,http://rlounge.jp,"6F/7F Tosen-Udagawa Bld, Udagawa-cho, Shibuya-ku",http://rlounge.jp/access.html,Shibuya,Shibuya,,
3261,"JMW - Electronica Festival w/ Rubinskee, Luis Ramirez, Man Made Noise, Daire O'Neill",2009-11-13,Electronic,R Lounge,http://rlounge.jp,"6F/7F Tosen-Udagawa Bld, Udagawa-cho, Shibuya-ku",http://rlounge.jp/access.html,Shibuya,Shibuya,,
3262,"JMW - Experimental Music Festival w/ luludeluxe, the annubhava orchestra, la bruha la negra, more",2009-11-13,Experimental,Gamuso,http://www.gamuso.com,"Takuei Building 2F, Asagaya-kita 2-12-5",,Asagaya,Asagaya,,
3259,"JMW - FACES (Techno Festival) w/ Shane Berry, Hiroshi Watanabe aka KAITO, more",2009-11-12,Techno,R Lounge,http://rlounge.jp,"6F/7F Tosen-Udagawa Bld, Udagawa-cho, Shibuya-ku",http://rlounge.jp/access.html,Shibuya,Shibuya,,
3231,"JMW - France Festival w/ Kaoru Arai, Jan Mei for, Sasha Saita, Alexis Donati, more",2009-11-15,Festival,CoZmo's Cafe,https://facebook.com/pages/COZMOS-CAFEBAR/158953197448801,"1-6-3 Shibuya, Shibuya-ku",,Shibuya,Shibuya,,
3218,"JMW - Guitar Pop Festival w/ Speaker hans, landgraff, beat rolls, THE TAPIRS",2009-11-11,Guitar Pop,La Mama,http://www.lamama.net,"Primera Dogenzaka B1, 1-15-3 Dogenzaka, Shibuya-ku",,Shibuya,,,
3264,"JMW - International Artist Festival w/ Abikyokan, Laurier Tiernan, 19 Mirrors",2009-11-13,Rock,Under Deer Lounge,http://www.under-dl.jp,"Jinnan Bldg B1, 1-3-4 Jinnan, Shibuya-ku",http://www.under-dl.jp/map.html,Shibuya,"Shibuya, Harajuku, Meijijingumae",,
3263,"JMW - Jazz Festival w/ Tsuyoshi Niwa Band, Matt Geraghty Band... @ Tokyo main Dining",2009-11-13,Jazz,,,,,,,,
3212,"JMW - New Zealand Festival w/ Nesian Mystik, Jackie Bristow, Nga Hau E Wha, Sunset Drive, Kat, more",2009-11-10,Mixed Genre,R Lounge,http://rlounge.jp,"6F/7F Tosen-Udagawa Bld, Udagawa-cho, Shibuya-ku",http://rlounge.jp/access.html,Shibuya,Shibuya,,
3214,"JMW - Punk Festival w/ MY PROOF, Laurier Tiernan, Papersky, Skunk Works, ALF",2009-11-10,Punk,La Mama,http://www.lamama.net,"Primera Dogenzaka B1, 1-15-3 Dogenzaka, Shibuya-ku",,Shibuya,,,
3220,JMW - Russia Festival w/ DJ Tolenin @ Bar & Lounge Samurai,2009-11-14,Party,,,,,,,,
3267,"JMW - Shake Forward! (Mixed Roots Hiphop festival) w/ Mina (From Ainu rebels), Alice (Guam), more",2009-11-13,Hip-Hop,O-East,http://www.shibuya-o.com,"2F 2-14-9 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,,
3213,"JMW - Singer-Songwriter Festival #1 w/ Natasha Bouchard, Emiko Carlin, Amber, Simon Kelly, more",2009-11-10,Acoustic,Pink Cow,http://www.thepinkcow.com,Minato-ku Akasaka 2-7-5 Bright Bldg. B1,,Akasaka,"Akasaka-mitsuke, Akasaka, Tameike-sanno",,
4968,"Japanese New Music Festival: ACID MOTHERS TEMPLE SWR, Makoto Kawabata, Akaten, RUINS alone, more ",2017-09-08,"Progressive,Improvised,Avant garde,Psychedelic",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,"¥3,000 (+ order)","¥3,300 ( + order)"
1993,KAIKOO POPWAVE FESTIVAL,2010-04-10,Festival,,,,,,,,
1714,KAIKOO POPWAVE FESTIVAL,2010-04-11,Festival,,,,,,,,
10256,KAIKOO POPWAVE FESTIVAL,2011-11-19,Festival,,,,,,,5000yen,6000yen
9405,KAIKOO POPWAVE FESTIVAL 2012,2012-04-21,Festival,,,,,,,"1 day 6500yen, 2 days 12000yen","1 day 7500yen, 2 days 14000yen"
9442,KAIKOO POPWAVE FESTIVAL 2012,2012-04-22,Festival,,,,,,,"1 day 6500yen, 2 days 12000yen","1 day 7500yen, 2 days 14000yen"
954,"KITSUNE FRIDAYS MEAT FESTIVAL: DJs KENTARO TAKIZAWA, GRVYRDS, more",2018-08-31,"DJ,House",Kitsune,http://www.kitsune-web.jp,"Chatelet Shibuya B1F, 2-20-13 Higashi, Shibuya-ku",,Shibuya,Shibuya or Ebisu,,
4428,"KITSUNE FRIDAYS MEAT FESTIVAL: DJs MASATO, DSKE, more",2017-06-30,"Hip-Hop,House,DJ",Kitsune,http://www.kitsune-web.jp,"Chatelet Shibuya B1F, 2-20-13 Higashi, Shibuya-ku",,Shibuya,Shibuya or Ebisu,¥1500 (see page for details),¥2000
9672,"KIWA KIWA Festival 2012: VOLA & THE ORIENTAL MACHINE, UHNELLYS, the ARROWS, more",2012-06-24,Festival,Club Asia,http://www.clubasia.co.jp,"1-8 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,3300,
2135,"KYUSHU POP FESTIVAL w/ Hyacca, Zibanchinka, Bo-Peep, ruruxu/sinn, Me I Sashimi & more",2010-06-12,Indie,Motion,http://motion-web.jp,"5F 2-45-2 Kabukicho, Shinjuku-ku",,Shinjuku,"Shinjuku, Seibu-Shinjuku",2000,2300
3474,Kodomo Music & Art Festival,2009-12-12,Festival,,,,,,,,
3422,Kodomo Music & Art Festival,2009-12-13,Festival,,,,,,,,
3063,"Koenji Pop Festival 2009 w/ Mir, Zibanchinka, tacobonds, The Mornings, Hemay, more...",2009-10-10,Post-Punk,20000 Den-atsu (二万電圧),http://www.den-atsu.com/,"L-GRAZIA B1, 1-7-23 Koenji Minami, Suginami-ku",http://den-atsu.com/?page_id=17,Higashi-Koenji,Higashi-Koenji,,
9633,"Kyushu Electric Pop Festival: Hyacca, cynicalsmileisyourfavorite, MacManaman, more",2012-06-02,Festival,Motion,http://motion-web.jp,"5F 2-45-2 Kabukicho, Shinjuku-ku",,Shinjuku,"Shinjuku, Seibu-Shinjuku",,2000 (2 day 3000)
8361,"Latin Music Festival ""ANIMATE!"": Havana D'Primera, Paula Lima, EDDY-K",2013-08-31,Latin,Zepp Divercity Tokyo,http://www.zepp.co.jp/divercity/,"Diversity Plaza, 1-1-10 Aomi, Koto-ku, Tokyo",,Daiba,,7500,
3650,"MDT FESTIVAL 2015: ROVO, Hanaregumi with U-zhaan, YOUR SONG IS GOOD",2015-06-21,Festival,Hibiya Open Air Concert Hall,http://hibiya-kokaido.com,"Hibiya-koen 1-3, Chiyoda-ku",,Hibiya,"Hibiya, Kasumigaseki, Yurakucho",,4800
1526,MUTEK FESTIVAL,2018-11-01,"Electronic,Festival",,,,,,,,
1562,MUTEK FESTIVAL,2018-11-02,"Electronic,Festival",,,,,,,,
1569,MUTEK FESTIVAL,2018-11-03,"Electronic,Festival",,,,,,,,
1600,MUTEK FESTIVAL,2018-11-04,"Electronic,Festival",,,,,,,,
3163,Magners International Comedy Festival Heat 1,2018-03-21,Comedy,Good Heavens!,https://www.facebook.com/goodheavensbar/,"Daizawa 5-32-5, Setagaya-ku",,Shimokitazawa,Shimokitazawa,1300,1500
5577,"Miya Presents ""Tokyo Improvisers Festival 2014""",2014-07-22,Improvised,Pit Inn,http://www.pit-inn.com,"Accord Bldg B1, 2-12-4 Shinjuku, Shinjuku-ku",,Shinjuku,"Shinjuku, Shinjuku Sanchome",,"3,240yen (1drink incls.)"
2746,Mo' Fun Vol.8 Summer Beat festival,2010-08-14,Hip-Hop,Heavy Sick Zero,http://www.heavysick.co.jp/zero/,"B1 & B2F 5-41-8 Nakano, Nakano-ku",http://www.heavysick.co.jp/zero/contact.html,Nakano,Nakano,"2,500yen(till 24:00)","3,000yen"
2365,Montreux Jazz Festival Japan 2016 - Day 1,2016-10-07,"Festival,DJ,Techno,Improvised,Shibuya-kei",Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"¥9,000","¥10,000"
2376,Montreux Jazz Festival Japan 2016 - Day 2,2016-10-08,"Festival,DJ,Electro,Jazz,Latin",Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"¥10,000","¥11,000"
8240,NAGISA MUSIC FESTIVAL,2013-06-29,Festival,,,,,,,4300,
5870,NATSU BIRAKI MUSIC FESTIVAL,2014-07-19,Festival,,,,,,,4200 / 2 days 7500,4800
5889,NATSU BIRAKI MUSIC FESTIVAL,2014-07-20,Festival,,,,,,,4200 / 2 days 7500,4800
358,NATSU BIRAKI MUSIC FESTIVAL 2011,2011-07-16,Festival,,,,,,,"1 day 3900yen, 2 days 7000yen",
8341,NATSU BIRAKI MUSIC FESTIVAL 2013,2013-07-20,Festival,,,,,,,1 day 3900 / 2 days 7000,
8350,NATSU BIRAKI MUSIC FESTIVAL 2013,2013-07-21,Festival,,,,,,,1 day 3900 / 2 days 7000,
4497,NATSUBIRAKI MUSIC FESTIVAL,2017-07-15,Festival,,,,,,,"1 day 4500, 3 days 12000",
4535,NATSUBIRAKI MUSIC FESTIVAL,2017-07-16,Festival,,,,,,,"1 day 4500, 3 days 12000",
4504,NATSUBIRAKI MUSIC FESTIVAL,2017-07-17,Festival,,,,,,,"1 day 4500, 3 days 12000",
3144,"NEST FESTIVAL w/ Joe Lally, Experimental Dental School, OneOne, worlds end girlfriend, moools, more",2009-10-18,Mixed Genre,O-East,http://www.shibuya-o.com,"2F 2-14-9 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,,
6712,"NISHI AZABU SUN FESTIVAL: Atsumi, TK, Ark of Blues, TAK, Andrew Tyrone Rodgers, more",2013-11-03,All Mix,,,,,,,FREE,FREE (with min 1 drink order)
9639,"Nagoya/Tokyo Electric Pop Festival: 6eyes, The Mornings, Sika Sika, Plasticzooms...",2012-06-03,Festival,Motion,http://motion-web.jp,"5F 2-45-2 Kabukicho, Shinjuku-ku",,Shinjuku,"Shinjuku, Seibu-Shinjuku",,2000 (2 day 3000)
2609,"Nest Festival with PE’Z, OGRE YOU ASSHOLE, group_inou, The Advantage, YOMOYA, more",2010-10-24,Festival,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,3500,4000
813,"Nihon Rock Festival: the mornings, dostuitarunen, Omori Seiko, H∞B, Sasaguchi + more",2011-10-16,Festival,Muryoku Muzenji,http://blog.livedoor.jp/muzenji/,"3-67-1 Koenji Minami, Suginami-ku",,Koenji,Koenji,1000,1000
9800,OCEAN PEOPLES FESTIVAL @ YOYOGI PARK,2012-08-04,Festival,,,,,,,,Free
9870,OCEAN PEOPLES FESTIVAL @ YOYOGI PARK,2012-08-05,Festival,,,,,,,,Free
4213,OOO! vol.6 (16h Chaotic Cross Over Circuit Festival with about 50 artists),2017-06-03,"Alternative,DJ,Experimental,Festival,Improvised",JAM,http://jam.rinky.info,"B1F, Eifuku 3-34-14, Suginamiku, Tokyo",http://jam.rinky.info/access/,Nishieifuku,Nishieifuku,2500,3000
5823,"One day festival: à qui avec Gabriel, koh with Yabukogi, more @ GINZA Niwatazumi",2014-07-12,Festival,,,,,,,3000yen include drink&food,3000yen include drink&food
458,"PROGRESSIVE ROCK FESTIVAL 2011: KANSAS, WISHBONE ASH, PFM",2011-08-28,Festival,Hibiya Open Air Concert Hall,http://hibiya-kokaido.com,"Hibiya-koen 1-3, Chiyoda-ku",,Hibiya,"Hibiya, Kasumigaseki, Yurakucho","12,000","12,500"
2258,"Parfum Kyodo Summer Festival: The Soul Shadows Band, Mick & Guilly's Blues Band, LAGARTA",2018-07-28,"Blues,Jazz,Pop,Rock n Roll,Soul","Love, Peace and Soul Live Cafe",http://www.lovepeaceandsoul.net,"Parfum Kyodo B1-C 1-5-6 Kyodo, Setagaya-ku, Tokyo",,Kyodo,Kyodo Station (Odakyu Line),¥3000 + 1 drink,¥3000 + 1 drink
10439,"Psych Out Festival vol.1 (from outer space): TALBOT (Estonia), Bucket-T, Heavy Metal Glue, more",2011-12-03,Psychedelic,Moon Step,http://wall-moonstep.com/moon/top.html,"5-39-16 Chuo, Nakano-ku",,Nakano,"Shin-Nakano, Nakano",2000,2300
10450,"Psych Out Festival vol.1 (to inner space): TALBOT (Estonia), Dhidalah, Khola Cosmica, Sithter",2011-12-04,Psychedelic,Earthdom,http://www1.odn.ne.jp/shinjuku-dom/index.html/dom.html,"Lisbon Bldg B1F, 3-32-3 Okubo, Shinjuku-ku",,Okubo,"Okubo, Shin-Okubo",2000,2300
9305,"Psych Out Festival vol.2 - CLUB PECKINPAH: Sithter, Inside Charmer, Bucket-T, more",2012-04-14,Psychedelic,Moon Step,http://wall-moonstep.com/moon/top.html,"5-39-16 Chuo, Nakano-ku",,Nakano,"Shin-Nakano, Nakano",1500,1800
10083,"Psych Out Festival vol.3 - NEPENTHES, DORONUE, Inside Charmer, Ikumashi",2012-09-27,Psychedelic,Wall,http://wall-moonstep.com/wall/index.html,"Parl Bldg B1F, 3-15-8 Nishi-Shinjuku",http://wall-moonstep.com/wall/access.html,Shinjuku,"Shinjuku, Hatsudai, Sangubashi",1500,1800
7667,"Psych Out Festival vol.4: Dhidalah, DORONUE",2013-04-25,Psychedelic,Wall,http://wall-moonstep.com/wall/index.html,"Parl Bldg B1F, 3-15-8 Nishi-Shinjuku",http://wall-moonstep.com/wall/access.html,Shinjuku,"Shinjuku, Hatsudai, Sangubashi",1500,1800
8226,"Psych Out Festival vol.5 Makhno, Doronue, Birth Control Ⅱ",2013-08-28,Psychedelic,Wall,http://wall-moonstep.com/wall/index.html,"Parl Bldg B1F, 3-15-8 Nishi-Shinjuku",http://wall-moonstep.com/wall/access.html,Shinjuku,"Shinjuku, Hatsudai, Sangubashi",1500,1800
7513,"Psych Out Festival vol.6 - DORONUE, REDSHEER, Ikumashi, Mugen",2014-04-10,Psychedelic,Wall,http://wall-moonstep.com/wall/index.html,"Parl Bldg B1F, 3-15-8 Nishi-Shinjuku",http://wall-moonstep.com/wall/access.html,Shinjuku,"Shinjuku, Hatsudai, Sangubashi",1500,1800
4705,"Psych Out Festival vol.7 - Khola Cosmica, Makhno, Munehiro Narita (HIGH RISE)",2014-12-11,Psychedelic,Wall,http://wall-moonstep.com/wall/index.html,"Parl Bldg B1F, 3-15-8 Nishi-Shinjuku",http://wall-moonstep.com/wall/access.html,Shinjuku,"Shinjuku, Hatsudai, Sangubashi",1500,1800
3556,"Psych-Out Festival 10: Makhno, Doronue, Munehiro Narita + Mitsuru Tabata + Hikari Sakashita",2015-07-31,Psychedelic,Wall,http://wall-moonstep.com/wall/index.html,"Parl Bldg B1F, 3-15-8 Nishi-Shinjuku",http://wall-moonstep.com/wall/access.html,Shinjuku,"Shinjuku, Hatsudai, Sangubashi",1500yen,1800yen
5282,Psych-Out Festival No.9 DORONUE / Makhno / Dhidalah / the Leslie Southern Tone,2015-05-04,Psychedelic,Wall,http://wall-moonstep.com/wall/index.html,"Parl Bldg B1F, 3-15-8 Nishi-Shinjuku",http://wall-moonstep.com/wall/access.html,Shinjuku,"Shinjuku, Hatsudai, Sangubashi",1500yen,1800yen
3730,"Psych-Out Festival no.11: Makhno, Sithter, King Goblin, The Leslie Southern Tone",2015-09-06,Psychedelic,Wall,http://wall-moonstep.com/wall/index.html,"Parl Bldg B1F, 3-15-8 Nishi-Shinjuku",http://wall-moonstep.com/wall/access.html,Shinjuku,"Shinjuku, Hatsudai, Sangubashi",1500yen,1800yen
4437,"Psych-Out Festival no.12 part.2: Odota (from Estonia), Dhidalah, Khola Cosmica",2015-12-04,Psychedelic,Wall,http://wall-moonstep.com/wall/index.html,"Parl Bldg B1F, 3-15-8 Nishi-Shinjuku",http://wall-moonstep.com/wall/access.html,Shinjuku,"Shinjuku, Hatsudai, Sangubashi",1500yen,1800yen
4982,"Psych-Out Festival vol.8 - Khola Cosmica, NEPENTHES, Makhno",2015-02-20,Hard Rock,Wall,http://wall-moonstep.com/wall/index.html,"Parl Bldg B1F, 3-15-8 Nishi-Shinjuku",http://wall-moonstep.com/wall/access.html,Shinjuku,"Shinjuku, Hatsudai, Sangubashi",1500,1800
8459,"QUIET OCTOBER 12K Festival: Simon Scott, Christopher Willits, moskitoo, illuha",2012-10-10,Ambient,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,3000,3500
8463,"QUIET OCTOBER 12K Festival: Taylor Deupree, Marcus Fischer, minamo, sawako",2012-10-11,Ambient,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,3000,3500
3160,RECORD STORE DAY JAPAN 2016 FESTIVAL,2016-04-16,All Mix,Milkyway,http://www.shibuyamilkyway.com,"Udagawacho 4-7, Shibuya-ku",,Shibuya,Shibuya,"￥2,000 (+1D ORDER) ","￥2,500 (+1D ORDER) "
800,"RED BULL MUSIC FESTIVAL TOKYO & 88RISING PRESENT JAPAN RISING: AUGUST 08, AWICH, CIRRRCLE, more",2019-04-10,Hip-Hop,WWW X,http://www-shibuya.jp/wwwx/,"2F Rise Bldg, 13-17 Udagawacho, Shibuya-ku",,Shibuya,Shibuya,2000,2500
816,RED BULL MUSIC FESTIVAL TOKYO X FANCYHIM SHIBUYA TAKEOVER,2019-04-12,"Electro,House,Party,Techno",Contact,http://www.contacttokyo.com/,"B2F 2-10-12 DOGENZAKA, SHIBUYA-KU",http://www.contacttokyo.com/access/,Shibuya,Shibuya,2500,3500
3112,"RIS FESTIVAL w/ SPECTRUM a.k.a SONIC BOOM, Harp On Mouth Sextet, DJ KENSEI, many more",2009-10-03,Mixed Genre,Unit,http://www.unit-tokyo.com,"Za House Buil. 1-34-17 Ebisu-nishi, Shibuya-ku",,Daikanyama,"Daikanyama, Nakameguro, Ebisu",,
9793,ROCK IN JAPAN FESTIVAL,2012-08-03,Festival,,,,,,,,
9799,ROCK IN JAPAN FESTIVAL,2012-08-04,Festival,,,,,,,,
9869,ROCK IN JAPAN FESTIVAL,2012-08-05,Festival,,,,,,,,
5615,ROCK IN JAPAN FESTIVAL,2014-08-02,Festival,,,,,,,From 12000,
5916,ROCK IN JAPAN FESTIVAL,2014-08-03,Festival,,,,,,,From 12000,
5941,ROCK IN JAPAN FESTIVAL,2014-08-09,Festival,,,,,,,From 12000,
5950,ROCK IN JAPAN FESTIVAL,2014-08-10,Festival,,,,,,,From 12000,
4680,ROCK IN JAPAN FESTIVAL,2017-08-05,Festival,,,,,,,"1 day 13000, 2 days 24500, 4 days 42000",
4688,ROCK IN JAPAN FESTIVAL,2017-08-06,Festival,,,,,,,"1 day 13000, 2 days 24500, 4 days 42000",
4808,ROCK IN JAPAN FESTIVAL,2017-08-11,Festival,,,,,,,"1 day 13000, 2 days 24500, 4 days 42000",
4818,ROCK IN JAPAN FESTIVAL,2017-08-12,Festival,,,,,,,"1 day 13000, 2 days 24500, 4 days 42000",
444,ROCK IN JAPAN FESTIVAL 2011,2011-08-05,Festival,,,,,,,"1 day 11,500, 2 days 22,00, 3 days 30,000",
446,ROCK IN JAPAN FESTIVAL 2011,2011-08-06,Festival,,,,,,,"1 day 11,500, 2 days 22,00, 3 days 30,000",
547,ROCK IN JAPAN FESTIVAL 2011,2011-08-07,Festival,,,,,,,"1 day 11,500, 2 days 22,00, 3 days 30,000",
8181,ROCK IN JAPAN FESTIVAL 2013,2013-08-02,Festival,,,,,,,,
8209,ROCK IN JAPAN FESTIVAL 2013,2013-08-03,Festival,,,,,,,,
8256,ROCK IN JAPAN FESTIVAL 2013,2013-08-04,Festival,,,,,,,,
2287,"ROVO presents MDT FESTIVAL 2010 w/kicell, envy",2010-05-16,Psychedelic,Hibiya Open Air Concert Hall,http://hibiya-kokaido.com,"Hibiya-koen 1-3, Chiyoda-ku",,Hibiya,"Hibiya, Kasumigaseki, Yurakucho",,
4575,SASAKURE FESTIVAL,2017-07-08,Festival,Womb,http://www.womb.co.jp,"Studio Arias, 2-16 Maruyama-cho, Shibuya",,Shibuya,Shibuya,3800 (students 2800),4300
4633,SENSE OF WONDER FESTIVAL,2008-09-13,Festival,,,,,,,,
6275,SHOEGAZER FESTIVAL 2014,2014-09-27,Festival,Club Seata,http://seata.jp,"Kichijoji Honcho 1-20-3, Musashino",,Kichijoji,Kichijoji,3500,4000
10165,"SHOEGAZER MEETING FESTIVAL: Float down the Liffey, cigarette in your bed, 7eyes40days, Pygmalion",2011-11-02,Shoegaze,Aube,http://aube-shibuya.com/access.html,"Tosen Udagawacho Bldg 5F, Udagawacho, Shibuya-ku",http://1091m.com/?page_id=55,Shibuya,Shibuya,2000,2500
10116,"SHOEGAZER MEETING FESTIVAL: civic, nemlino, shelling, prantron, the soon",2011-11-03,Shoegaze,Aube,http://aube-shibuya.com/access.html,"Tosen Udagawacho Bldg 5F, Udagawacho, Shibuya-ku",http://1091m.com/?page_id=55,Shibuya,Shibuya,2000,2500
2057,SUMIDA STREET JAZZ FESTIVAL,2016-08-13,"Festival,Jazz",,,,,,,,Free
2063,SUMIDA STREET JAZZ FESTIVAL,2016-08-14,"Jazz,Festival",,,,,,,,Free
4763,SUMIDA STREET JAZZ FESTIVAL,2017-08-18,"Festival,Jazz",,,,,,,,Free
4777,SUMIDA STREET JAZZ FESTIVAL,2017-08-19,"Festival,Jazz",,,,,,,,Free
4789,SUMIDA STREET JAZZ FESTIVAL,2017-08-20,"Festival,Jazz",,,,,,,,free
3222,SYNCHRONICITY FESTIVAL,2018-04-07,Festival,,,,,,,5800,
759,SYNCHRONICITY FESTIVAL,2019-04-06,Festival,,,,,,,"1 day 5800, 2 days 11000",
776,SYNCHRONICITY FESTIVAL,2019-04-07,Festival,,,,,,,"1 day 5800, 2 days 11000",
8346,"Shibuya Home Festival: The Missing Leech, Girl President, Hello Hawk, Teen Runnings..",2013-07-20,Indie,Home,http://www.toos.co.jp/home,"Gloria Miyamasuzaka III B1F, 1-10-7 Shibuya",,Shibuya,,2000,2500
2222,"Spectrum Music Festival: Blue Straight, Audible Bond, Fathoms, Kikimimi, Kate Beck, OOB, Jayda B",2016-09-25,"Alternative,DJ,Festival,Mixed Genre,Abstract",Waver,http://waverwaver.net/,東京都世田谷区北沢2-14-13-B1F,,Shimokitazawa,,2000 ¥ (includes 1 drink),2000¥ (includes 1 drink)
6681,"Sukoshifushigi Festival 2013: Glensmith × Kozaburo Sakamoto, Takako Minekawa & Dustin Wong, more",2013-11-17,Festival,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,3300,3800
6672,"Sukoshifushigi Festival 2013: Ichiko Aoba & KOHEY_KAWAMURA × mi'ndy, tanqun, more",2013-11-16,Festival,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,3300,3800
4198,TAICO CLUB FESTIVAL,2009-06-06,Festival,,,,,,,,
4206,TAICO CLUB FESTIVAL,2009-06-07,Festival,,,,,,,,
4176,THE GREENROOM FESTIVAL,2009-05-30,Festival,,,,,,,,
4183,THE GREENROOM FESTIVAL,2009-05-31,Festival,,,,,,,,
9448,"THE HAÇIENDA OISO FESTIVAL: PETER HOOK & THE LIGHT PERFORMING JOY DIVISION, THE CHARLATANS, more",2012-04-28,Festival,,,,,,,,
9457,"THE HAÇIENDA OISO FESTIVAL: PETER HOOK & THE LIGHT PERFORMING JOY DIVISION, THE CHARLATANS, more",2012-04-29,Festival,,,,,,,,
2962,"TOKYO CROSSOVER JAZZ FESTIVAL w/ Shuya Okino, Soil & Pimp Sessions, quasimode, more",2009-09-11,Mixed Genre,AgeHa,http://www.ageha.com,"2-2-10 Shin-Kiba, Koto-ku",http://www.ageha.com/access/,Shin-Kiba,Shinkiba,,
3411,"TOKYO FESTIVAL OF MODULAR DAY 1: Richard Devine, George Chua, Hiroshi Hasegawa (ASTRO), Hataken,more",2016-06-11,"Abstract,Electronic,Experimental,Techno",,,,,,,3000yen,3000yen
3426,"TOKYO FESTIVAL OF MODULAR DAY 2: Eat Static, Isei Ben, Takane Eabl, Jim O'Rourke & Hitomi, more",2016-06-12,"Abstract,Electronic,Experimental,Noise,Techno",,,,,,,3000yen,3000yen
