title,date,category,venue,venue_url,address,access_url,area,closest_station,advance_price,door_price
"tamayurakurage + ひしょち, 中山信彦, 片岡フグリ・剤電, P.L.G...100take & ULUTateyama, ANOTHER FUNCTION",2016-07-17,Mixed Genre,Bullet's,http://www.bul-lets.com,"B1F Kasumi Building, 1-7-11 Nishiazabu, Minato-ku",http://bul-lets.com/new/map/,Nishi-Azabu,"Roppongi, Nogizaka",,Free 
"MYCIAA (France), tAk & demont (France), Gargle, 砂漠, 爆発, サイキックブルーズ, Presence of soul, DJ: Coakir",2016-07-18,"Alternative,Electronic Rock,Post-Rock,Punk,Shoegaze",Babel,http://www.babel-rocktower.net,"1-3-18 B1 Nishiki-cho, Tachikawa-shi, Tokyo",http://www.babel-rocktower.net/access/,Tachikawa,,¥1800 + Drink,¥2300 + Drink
"Haino Keiji, Suisei, Transkam, Yumiko Yoshimoto + Renka + Yoko Ikeda, Bloom-Creation ",2016-07-18,Avant garde,Hikari No Uma,http://hikarinouma.blogspot.jp/,"B1 1-23-17 Hyakunin-cho, Shinjuku-ku, Tokyo",,Okubo,"Okubo, Shin-Okubo",2000 + 1 drink,2000 + 1 drink
"Mule Team, Ugly Girl, Rockin' Enocky 1 Man Band, Your Pest Band, YGK",2016-07-18,Garage Rock,Pit Bar,http://ameblo.jp/pitbar,"3-14-10 B1F Nishiogi Minami, Suginami-ku",,Nishi-Ogikubo,Nishi-Ogikubo,,1800 (no drink charge)
"HAINO KEIJI, 彗星, Transkam, 吉本裕美子, Bloom-Creation",2016-07-18,"Psychedelic,Psych-Folk",Hikari No Uma,http://hikarinouma.blogspot.jp/,"B1 1-23-17 Hyakunin-cho, Shinjuku-ku, Tokyo",,Okubo,"Okubo, Shin-Okubo",2000 ＋ ドリンク,2000 ＋ ドリンク
"Michiyo Yagi, Green Flames, Matt Mottel (Talibam!), more",2016-07-18,Unclassifiable,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,2300 yen,2800 yen
"Michiyo Yagi, GREEN FLAMES, Matthew Mottel, Namaiki, more",2016-07-18,"Art,Experimental,Performance",Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,2300,2800
"GREENMACHiNE, Nepenthes, ETERNAL ELYSIUM",2016-07-18,"Doom,Hardcore,Metal",Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,2500,3000
"Marcos Fernandes, Akaihirume, Chu, Naoe Miki, Hachiya Maki, Murata Naoya",2016-07-18,Experimental,Art Baboo 146,http://artaraqasia.com/artbaboo146/index.html,"Yamashitacho 146-2-10, Naka-ku, Yokohama",https://www.facebook.com/abb146/info?tab=overview,Yokohama,"Kannai, Motomachi-Chukagai, Ishikawacho",,1500 + drink
"WUUUN, HALBACH, KAOGANAI, KAIRAI-BUNCH, FAMICOM JIGOKU",2016-07-18,"Electronic,Experimental,WTF?",Pool,http://mdel.co.jp/pool/,"Silver building B2F, Sakuradai 1-7-7, Nerima-ku",http://mdel.co.jp/pool/map.html,Sakuradai,Sakuradai,,1500jpy + 1d
"The Argonauts, Honno Majikana Haru",2016-07-19,Post-Rock,Aja,http://aja-bar.jp/,"Kaneko Building B1, 2-21-5 Chuo, Nakano-ku, Tokyo",http://aja-bar.jp/img/mapaja.gif,Nakano-sakaue,"Nakano-sakaue, Higashi-nakano",,1500 + drink
nothing is real vol. 20: keiko higuchi solo (ヒグチケイコ ソロ),2016-07-19,Unclassifiable,Kissa Sakaiki,http://sakaiki.modalbeats.com/,"Shinjuku-ku ,Daikyo-cho, 2-4 Yotsuya 3-chome, 1F",,Yotsuya Sanchome,Yotsuya-Sanchome,1500 yen + drink ,1500 yen + drink
"Space Baa (Mitsuhide Tatsumi, Daisuke Fuwa, Jimanica)",2016-07-19,"Experimental,Funk,Improvised",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,
LEE “SCRATCH” PERRY,2016-07-20,Dub,Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,6000,
"MAJUTSU NO NIWA, THE DEAD PAN SPEAKERS (Recording Live)",2016-07-20,"Post-Rock,Psychedelic",Club Doctor,http://www.clubdoctor.co.jp,"Kamiogi 1-16-10 B1, Suginami-ku",,Ogikubo,Ogikubo,2000,2500
"Jacques Demierre, Tetsu Saitoh, Miyama McQueen-Tokita",2016-07-20,Improvised,Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome",2000,2500
"Oshiri Penpenz, OGRE YOU ASSHOLE",2016-07-21,"Alternative,Garage Rock,Psychedelic",UFO Club,http://www.ufoclub.jp,"Harmony Hills B1F 1-11-6 Koenji-Minami,Suginami-ku",http://www.ufoclub.jp/access/,Higashi-Koenji,Higashi-Koenji,3000,3500
Masayo Koketsu,2016-07-20,"Free Jazz,Improvised",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,donation + 500 yen + order
ZAZEN BOYS,2016-07-21,Rock,Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,3800,
AWESOME TAPES FROM AFRICA,2016-07-21,"DJ,World",WWW,http://www-shibuya.jp/index.html,東京都渋谷区宇田川町13-17 ライズビル地下,http://www-shibuya.jp/access/,Shibuya,Shibuya,,1500 + drink
"LabLION, Tsukiyoi, Yusuke Oyama, EENABO, RIBBONS ",2016-07-21,Electronic,Rosso,http://bar-rosso.com/,"B1F Shinjuku 1-19-8, Shinjuku-ku",,Shinjuku Gyoenmae,Shinjuku Gyoen Mae (Maranouchi Line),,"￥1,500"
FUJI ROCK FESTIVAL,2016-07-22,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
"Jacques Demierre, Tetsu Saitoh",2016-07-21,Improvised,Nanahari,http://www.ftftftf.com,"Oriental Bldg. B1, 2-7-1 Shinkawa, Chuo-ku",,Hatchobori,Hatchobori,2000,2500
Lucas Abela + doravideo,2016-07-21,"Abstract,Avant garde,Experimental,Improvised,Noise",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,donation + 500 yen + order
"陰猟腐厭, Reiko.A, TOMO",2016-07-22,Other,Hikari No Uma,http://hikarinouma.blogspot.jp/,"B1 1-23-17 Hyakunin-cho, Shinjuku-ku, Tokyo",,Okubo,"Okubo, Shin-Okubo",,"2,000yen + 1 drink"
"THE HOLY SOUL (OZ) Ugly Girl, Death By Raygun, FUCKER, Wearablesucks, more",2016-07-22,Garage Rock,Basement Bar,http://www.toos.co.jp,"5-18-1-B1F, Daizawa, Setagaya-ku",,Shimokitazawa,Shimokitazawa,,FREE (+1 drink order)
KITSUNE FRIDAYS CHURRASCO PARTY,2016-07-22,House,Kitsune,http://www.kitsune-web.jp,"Chatelet Shibuya B1F, 2-20-13 Higashi, Shibuya-ku",,Shibuya,Shibuya or Ebisu,,"¥2000 (¥500 discount possible, see page for details)"
Kannagi from Ruhani Bellydance Arts,2016-07-22,Alternative,Jicoo Floating Bar,http://www.jicoofloatingbar.com/,"Hinode port, Odaiba port",,Tokyo Bay,"Hinode, Hamamatsucho, Daimon",,
Tumo (Yuma Takeshita + Yuji Ishihara) featuring Kazuhisa Uchihashi,2016-07-22,"Experimental,Improvised,Noise,Other,Unclassifiable",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,donation + 500 yen + order
"Toh Chu Ka Soh (Hashimoto Hideki, Yoshimoto Yumiko, Suzuki Chiho, Shimada Toru)",2016-07-22,Improvised,Flying Teapot,http://flyingteapot1997.wixsite.com/ekoda-flying-teapot,"Enomoto Bldg B1F, 27-7 Sakae-cho, Nerima-ku",,Ekoda,Ekoda,,"1,500yen + 1drink"
"L.F.Aratani, Abe Noise, Prince Graves, Kaos Order, Fetus Lotus, Saki Suki Sake, Dembu",2016-07-22,Mixed Genre,Space Orbit,http://bar-orbit.com/,"Taishido 5-28-9 B1F, Setagaya-ku",,Sangenjaya,,,1500 (drink included)
FUJI ROCK FESTIVAL,2016-07-23,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
"prince rainbow, MEKARE-KARE, xxiidamanxx, インフォメーションノーネイム @ Studio PACKS",2016-07-23,"Alternative,Noise Rock,Punk",,,,,,,,1000 yen
"BACTERIA, RUINS ALONE, THE SODOM PROJECT, DER EISENROST",2016-07-23,"Other,Metal,Hardcore",Earthdom,http://www1.odn.ne.jp/shinjuku-dom/index.html/dom.html,"Lisbon Bldg B1F, 3-32-3 Okubo, Shinjuku-ku",,Okubo,"Okubo, Shin-Okubo",2500,3000
"LINX, MoonRocks @ Akahige",2016-07-23,Rock,,,,,,,2000 yen + 1 drink,
"PAINT YOUR TEETH #34: 餓鬼道, ワナナバニ園, Betty Bears' Cabaret, Ugadub, Voided by Geysers, more",2016-07-23,"Alternative,Other,Performance",Golden Egg,http://g-egg.info,"#27-TOKYO-Build-B2, 1-16-10 Kabukicho, Shinjuku",http://g-egg.info/accsess.html,Shinjuku,Shinjuku,,"1,500 yen + one drink"
"MUGEN Blasters, The Zubolars, Marui Tsuki No Shita, Yokohama Funk In Q",2016-07-23,"Rock,Funk",Muddy's,http://muddys.hama-on.jp/,"3-1-3, Ookurayama Kohoku-ku Yokohama-shi",,Yokohama,Ōkurayama (Tokyu-Toyoko Line),,"3,100 yen (include free drinks and buffet)"
"berrryyy, Patisserie, Client/Server物語",2016-07-23,"Doom,Grindcore,Hard Rock,Indie,Post-Rock",Sound Studio DOM,http://soundstudiodom.web.fc2.com/,"3F Koenjiminami 4-25-7, Suginami-ku",,Koenji,Koenji,500 yen,500 yen
"oono yuuki, Alfred Beach Sandal",2016-07-23,Folk,Nanahari,http://www.ftftftf.com,"Oriental Bldg. B1, 2-7-1 Shinkawa, Chuo-ku",,Hatchobori,Hatchobori,2000,2300
"Junji Hirose, Toshimaru Nakamura, Darren Moore",2016-07-23,Improvised,Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome","2,000 yen","2,000 yen"
"VARELSER, Troglobytes",2016-07-23,Noise Rock,Studio Koyaama,http://s-kym.com/,"Koenjikita 2-18-7 B1, Suginami-ku, Tokyo",http://s-kym.com/route/bike/viewdata/3.jpg,Koenji,Koenji,,Pay what you want 投げ銭制です
FUJI ROCK FESTIVAL,2016-07-24,Festival,Naeba Ski Resort,http://en.wikipedia.org/wiki/Naeba_Ski_Resort,"Mount Takenoko, Echigo Yuzawa, Niigata",,Naeba,Echigo Yuzawa,,
Kazuhisa Uchihashi (guitar solo),2016-07-24,"Ambient,Avant garde,Experimental,Improvised",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,donation + 500 yen + order
"THE EARTH TEMPLE, HOMMヨ, 羊数える, THE DEAD PAN SPEAKERS, DANCE WITH ME, FUCK ON THE BEACH",2016-07-24,"Noise Rock,Punk",20000 Den-atsu (二万電圧),http://www.den-atsu.com/,"L-GRAZIA B1, 1-7-23 Koenji Minami, Suginami-ku",http://den-atsu.com/?page_id=17,Higashi-Koenji,Higashi-Koenji,1500,2000
Robert Glasper Experiment,2016-07-25,Jazz,Billboard Live,http://www.billboard-live.com,Tokyo Midtown Garden Terrace 4F,http://www.billboard-live.com/access/t_index.html,Roppongi,"Roppongi, Nogizaka","Casual 8300, Service 9800",
HIKASHU,2016-07-25,Avant-pop,Star Pine's Cafe,http://www.mandala.gr.jp/spc.html,B1 1-20-16 Kichijoji,,Kichijoji,,3900,4300
"The TRIO (Junji Mori, Hideki Hashimoto, Maresuke)",2016-07-25,"Acoustic,Avant garde,Experimental,Improvised,Instrumental",Violon ,http://meikyoku-kissa-violon.com,"Suginami-ku Asagaya-Kita 2-9-5, Tokyo",,Asagaya,J.R. Asagaya station,,"1,000 with coffee"
Robert Glasper Experiment,2016-07-26,Jazz,Billboard Live,http://www.billboard-live.com,Tokyo Midtown Garden Terrace 4F,http://www.billboard-live.com/access/t_index.html,Roppongi,"Roppongi, Nogizaka","Casual 8300, Service 9800",
Stereophonics,2016-07-26,Rock,O-East,http://www.shibuya-o.com,"2F 2-14-9 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,6500,
BO NINGEN & Friends,2016-07-26,Noise Rock,Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,2500,3000
Jacqui McShee's PENTANGLE,2016-07-26,Folk,Garden,http://www.gar-den.in,"Mosia B1F, Kitazawa 2-4-5, Setagaya-ku",,Shimokitazawa,Shimokitazawa,"Standing 7800, seating 8800 (with poster)",
"THE WORLD HERITAGE (Tatsuya Yoshida, Seiichi Yamamoto, Mitsuru Nasuno, Natsuki Kido, Yuji Katsui)",2016-07-26,"Improvised,Progressive",Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,3000,3500
"Tujiko Noriko, NATURE DANGER GANG, Jun Momose (band set)",2016-07-26,"Electronic,Electronic Rock,Other",O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2500,3000
"The Candy Ditches, Inemuri-gusuri, BOKA HEADS, BAD TASTE CABARET, ももづか怪鳥",2016-07-27,Garage Rock,Heaven's Door,http://www.geocities.jp/xxxheavensdoorxxx,1-33-19 B1 Sangenjyaya,,Sangenjaya,Sangenjaya,2000,2500
Robert Glasper Experiment,2016-07-27,Jazz,Billboard Live,http://www.billboard-live.com,Tokyo Midtown Garden Terrace 4F,http://www.billboard-live.com/access/t_index.html,Roppongi,"Roppongi, Nogizaka","Casual 8300, Service 9800",
"Blues for improvisers: Yammer Shimamura, Maresuke, Risa Takeda, Gaburiel, Yasushi Ishikawa, more",2016-07-27,"Improvised,Acoustic,Blues,Experimental,Free Jazz",Yellow Vision,http://www.yellowvision.jp/,"Asagaya 2-chome Bldg B1, 2-2-2 Asagaya-kita",http://www.yellowvision.jp/Access.html,Asagaya,Asagaya,,"2,000 + drink"
"Naoji Kondo, Mikio Fukushima, Hayami Mizobe & Fumito Sugo quartet",2016-07-27,"Experimental,Free Jazz,Improvised,Instrumental,WTF?",Hikari No Uma,http://hikarinouma.blogspot.jp/,"B1 1-23-17 Hyakunin-cho, Shinjuku-ku, Tokyo",,Okubo,"Okubo, Shin-Okubo",¥2000 + order,¥2000 + order
Jacqui McShee's PENTANGLE,2016-07-28,Folk,Garden,http://www.gar-den.in,"Mosia B1F, Kitazawa 2-4-5, Setagaya-ku",,Shimokitazawa,Shimokitazawa," Standing 7800, seating 8800 (with poster)",
"Kei Yanai, Yuko Ikema, oono yuuki + mmm",2016-07-28,Folk,Nanahari,http://www.ftftftf.com,"Oriental Bldg. B1, 2-7-1 Shinkawa, Chuo-ku",,Hatchobori,Hatchobori,2000,2300
"Tomoyuki Tanaka (FPM), Comoesta Yaegashi, DJ Fukutake, Ito Yoichiro, MACKA-CHIN, DJ SASUKE",2016-07-29,"All Mix,DJ",Kissa Smile,https://twitter.com/udagawasmile,"Ryuko Bldg Honkan 3F, Udagawacho 11-11, Shibuya-ku",,Shibuya,Shibuya,,1000 yen
NMASTRO (Jun Numata + ASTRO),2016-07-28,"Avant garde,Experimental,Noise",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,donation + 500 yen + order
"THE FADEAWAYS, Human Toys (France), CATALOGUE (France), MELLViNS, Stompin' Riffraffs",2016-07-29,"Garage Rock,New Wave,Post-Punk,Punk,Rock n Roll",Heavy Sick,http://www.heavysick.co.jp/club/index.html,"Nishihara 2-27-4 B1, Shibuya-ku",,Hatagaya,Hatagaya,2000yen,2300yen
Stringraphy Live Performance,2016-07-29,Acoustic,Studio EVE,https://stringraphy.wordpress.com/,"1-4-13 Matsubara, Setagaya-ku, Tokyo",,Meidaimae,Daitabashi,"2,000Yen (Under 15 years old: 1,000 Yen) ","2,000Yen (Under 15 years old: 1,000 Yen) "
"ROCK N FLOW, SAWAS PHOOL, PERPETUAL, D.O.G.S.",2016-07-29,"Hard Rock,Hip-Hop,Indie-Rock,Rock",Ruby Room,http://www.rubyroomtokyo.com,"2F Kasumi Bldg, Dogenzaka 2-25-17, Shibuya",,Shibuya,Shibuya,,2000円 including 1 drink
"Mystery Meat Vol. 40: Often Licked, Never Beaten",2016-07-29,DJ,Beat Cafe,https://www.facebook.com/beatcafe,"2-13-5-B1, Dogenzaka, Shibuya-ku",,Shibuya,"Shibuya, Shinsen",,Free
Yuma Takeshita + Mori Takeshi + Koushou Nanami,2016-07-29,"Dance,Experimental,Improvised,Noise,Other",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,donation + 500 yen + order
ACID MOTHERS TEMPLE & THE MELTING PARAISO U.F.O.,2016-07-30,Psychedelic,Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,2700,3000
"道産子アナルX, Han Han Art, ヨシコ (ヨシュアカムバック), タナカカイタ, JEBIOTTO, SxAxCx, more",2016-07-30,"Electronic,Experimental,New Wave",Motion,http://motion-web.jp,"5F 2-45-2 Kabukicho, Shinjuku-ku",,Shinjuku,"Shinjuku, Seibu-Shinjuku",,未定
"YOUNG NOW: DJs RYON, Kawano Mai, Yamada Zombie, Nabeco",2016-07-30,Mixed Genre,SUBstore Koenji,http://substore.jimdo.com/,"3-1-12 Koenji Kita, Suginami-ku, Tokyo",https://www.google.co.jp/maps/place/S・U・B+STORE+TOKYO/,Koenji,Koenji,,free
"Death by Raygun, キツエン, Tvtv, the Neso",2016-07-30,Garage Rock,Heavy Sick,http://www.heavysick.co.jp/club/index.html,"Nishihara 2-27-4 B1, Shibuya-ku",,Hatagaya,Hatagaya,2000 (+1drink),2500 (+1drink)
"Heaven or Las Vegas: Space Raga Echo, コーポチェリー, Rollo, marina nakano, Baby Fire, DJ Bang the Noise...",2016-07-30,"Abstract,Alternative,Psychedelic",Shimokitazawa Circus ,https://facebook.com/下北沢-Circus-サーカス-367732379990869/,"1-40-15 Kitazawa, Setagaya, Tokyo",,Shimokitazawa,下北沢 (Shimokitazawa),,1000 + 1D (+ Donation!) 
"Kayo Miura, Sayaka Kanda, Hara Kazutoshi",2016-07-30,Folk,Nanahari,http://www.ftftftf.com,"Oriental Bldg. B1, 2-7-1 Shinkawa, Chuo-ku",,Hatchobori,Hatchobori,,2000
Tetuzi Akiyama (acoustic guitar) solo,2016-07-30,Improvised,Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome",,"1,500 yen"
"icon girl pistols, yoru ha mijikashi, salmon sperm sparx",2016-07-30,Indie-Rock,Gamuso,http://www.gamuso.com,"Takuei Building 2F, Asagaya-kita 2-12-5",,Asagaya,Asagaya,,free!
"Max Graef & Glenn Astro, D.A.N., Licaxxx, MOODMAN",2016-07-30,Dance,Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,2000,2500
"Emily Likes Tennis, otori, TRIPLE FIRE, talk show ",2016-07-31,"Alternative,Performance,Post-Punk",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,2000,2500
"Masaaki Yamazaki, Yukio Yoshimura, Tamayurakurage, Fumito Sugo",2016-07-31,Improvised,Flying Teapot,http://flyingteapot1997.wixsite.com/ekoda-flying-teapot,"Enomoto Bldg B1F, 27-7 Sakae-cho, Nerima-ku",,Ekoda,Ekoda,¥1000 + drink,¥1000 + drink
"SPACEGRINDER, Zagio Evha Dilegj, Kito-mizukumi rouber, 斜陽, GATE, S/T with Satcat, more",2016-07-31,"Grindcore,Psychedelic",Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,2000,2500
"come to my party, lo-shi, harps",2016-07-31,"Indie-Pop,Experimental,Dream-pop",Kissa Smile,https://twitter.com/udagawasmile,"Ryuko Bldg Honkan 3F, Udagawacho 11-11, Shibuya-ku",,Shibuya,Shibuya,,1000+1d
"Ken Ikeda, Yoko Ikeda, Straytone, Takashi Masubuchi",2016-07-31,Improvised,Bar Buena,http://bar-buena.com,"Shinjuku Town Plaza bldg. 2F-D, 1-24-8,",http://buena.tokyo/access,Shinjuku,"Okubo, Shin-Okubo",,"1,500yen"
"Junji Hirose, Kazuo Imai, Tetsu Saitoh, and Jacques Demierre",2016-07-31,Improvised,Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome",,2500 yen
"The Holy Soul (AUS), Pinkprick Punishment, Dusteaters",2016-07-31,"Punk,Garage Rock,Psychedelic",Rinky Dink Studio (Umegaoka),http://www.rinky.info/studio/umegaoka/,"Umegaoka 1-21-7, Setagaya-ku, Tokyo",,Umegaoka,Umegaoka,,1000
Matsumoto Kennichi + Darren Moore + Kevin McHugh,2016-08-01,Jazz,Shichoshitsu (Jinbocho),http://shicho.org/,"3-8-5 Nishi Kanda, Chiyodaku, Tokyo",http://shicho.org/s1access/,Jimbocho,"Jimbocho, Suidobashi, Kudanshita",,
Tumo (Yuma Takeshita + Yuji Ishihara) featuring Akiko Takada,2016-08-01,"Abstract,Dance,Experimental,Improvised,Noise",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,name your price + bar charge (500JPY) + order
"LOVE SPREAD, TORIENA, UN.a feat. Utae, oyasumi hologram",2016-08-01,Avant-pop,Loft,http://www.loft-prj.co.jp/LOFT/index.html,"Tatehana Building, B2 1-12-9 kabukicho, Shinjuku",http://www.loft-prj.co.jp/LOFT/access.html,Shinjuku,Shinjuku,2500,3000
Tegan & Sara,2016-08-02,Indie-Pop,Unit,http://www.unit-tokyo.com,"Za House Buil. 1-34-17 Ebisu-nishi, Shibuya-ku",,Daikanyama,"Daikanyama, Nakameguro, Ebisu",6500,
"Sonko Mayu, à qui avec Gabriel ",2016-08-02,Mixed Genre,Showboat,http://showboat1993.wix.com/showboat1993,"Oak Hill Koenji B1F, 3-17-2 Koenji Kita",,Koenji,Koenji,3000yen,3500yen
"GREEN FLAMES, DANTI FUNK DUMA, SOSITE, Hakubishin, SPICA",2016-08-03,Psychedelic,UFO Club,http://www.ufoclub.jp,"Harmony Hills B1F 1-11-6 Koenji-Minami,Suginami-ku",http://www.ufoclub.jp/access/,Higashi-Koenji,Higashi-Koenji,2000,2500
"Cultivate Summer: Junji Mori, Yasuko Kaneko, Hideki Hashimoto, Asahiko Takahara, Maresuke",2016-08-04,"Acoustic,Art,Experimental,Improvised,Instrumental",Flying Teapot,http://flyingteapot1997.wixsite.com/ekoda-flying-teapot,"Enomoto Bldg B1F, 27-7 Sakae-cho, Nerima-ku",,Ekoda,Ekoda,,"1,500+drink"
"Krallice, VMO, おやすみホログラム, NECRONOMIDOL",2016-08-05,Metal,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,4500,5000
International Stand Up Comedy - JR De Guzman,2016-08-05,Comedy,Good Heavens!,https://www.facebook.com/goodheavensbar/,"Daizawa 5-32-5, Setagaya-ku",,Shimokitazawa,Shimokitazawa,2000,2500
"suppa micro pamchopp + takuma nonaka, corneli, OPQ",2016-08-05,"Experimental,Folk",7th Floor,http://7th-floor.net/,"O-West Bldg 7F 2-3 Maruyama-Cho, Shibuya-Ku",http://7th-floor.net/blocks/index/001,Shibuya,Shibuya,,
"Saturday Dance Fever vol.2: Very’s, 428 Central Station, MUGEN Blasters, Tsurukame Brothers",2016-08-06,"Dance,Funk,Rock",Live Space 428,http://www.shibuyagakki.com/,"4-7-11 Shibuya Bldg., Ooi, Shinagawa, Tokyo",,Ooimachi,JR Ooimachi,,"1,500 yen + 1 drink 500 yen"
Ignoramus et Ignorabimus musica,2016-08-05,"Improvised,Abstract",l-e,http://www.l-e-osaki.org,"Snowbell B1, 1-3-11 Yutaka-cho, Shinagawa",,Osaki,"Osaki, Togoshi-Ginza",,
"DYGL, Emoto Yusuke, Takuya Yamaguchi, DJ Half Mile Beach Group @ Cinema Amigo",2016-08-06,"Indie,Folk",,,,,,,2000,2500
International Stand-Up Comedy - JR De Guzman,2016-08-06,Comedy,Good Heavens!,https://www.facebook.com/goodheavensbar/,"Daizawa 5-32-5, Setagaya-ku",,Shimokitazawa,Shimokitazawa,2000,2500
John Cale,2016-08-06,Other,Blue Note,http://www.bluenote.co.jp,"Leica Building, 6-3-16 Minami-Aoyama, Tokyo",http://www.bluenote.co.jp/jp/access/,Omotesando,Omotesando,9800,
The 5.6.7.8's present SUMMER BEAT SHOW feat. Bom Bon (USA),2016-08-06,Garage Rock,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,"2,500 + 1 drink cover","3,000 +1 drink cover"
"Krallice, Vampillia, COHOL, Mark Van Hoen",2016-08-06,Metal,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,4500,5000
"ENERGISH GOLF, CHERRYBOY FUNCTION, DORIAN, どついたるねん, mmm, Taiko Super Kicks, Potlucks, more",2016-08-06,Mixed Genre,Lush,http://www.toos.co.jp/lush,"B1F Gloria Miyamasuzaka, 1-10-7 Shibuya",,Shibuya,Shibuya,2500,2800
"ele-phant, 血と雫, FUNERAL MOTH",2016-08-06,"Alternative,Ambient,Blues,Doom,Folk",Batica,http://www.batica.jp,"Ebisu-Minami 3-1-25, Shibuya-ku",http://www.batica.jp/access/,Ebisu,Ebisu,2500yen,3000yen
"THE FADEAWAYS, THE OUTS (Fade-Outs), Baitones, Great Mongoose",2016-08-06,"Garage Rock,Punk,Rock n Roll",UFO Club,http://www.ufoclub.jp,"Harmony Hills B1F 1-11-6 Koenji-Minami,Suginami-ku",http://www.ufoclub.jp/access/,Higashi-Koenji,Higashi-Koenji,2500yen (共に+1D),2800yen (共に+1D)
