title,date,category,venue,venue_url,address,access_url,area,closest_station,advance_price,door_price
Arthur Lastman & Step Daw (Into The Deep/FR),2017-05-26,"DJ,House,World",SUBstore Koenji,http://substore.jimdo.com/,"3-1-12 Koenji Kita, Suginami-ku, Tokyo",https://www.google.co.jp/maps/place/S・U・B+STORE+TOKYO/,Koenji,Koenji,¥1000 + (¥500 1 drink),
Takahiro Kawaguchi + Akiko Nakayama + Yuma Takeshita,2017-05-20,"Abstract,Art,Experimental,Improvised,Unclassifiable",Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome",,1500JPY
"社長TRIO (南博, 水谷浩章, 斉藤社長良一)",2017-05-20,Jazz,Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,2000yen + drink order
"Soundrise - Groovy Week: Takashi Umemiya Band, Sans Danesin, 音の旅Crew",2017-05-17,Reggae,GIGS (Fujisawa),http://livehouse-gigs.com/fujisawa/,"23-2 Minami-Fujisawa, Fujisawa, Kanagawa",,Fujisawa,Fujisawa,"2,000 Yen + 1 drink","2,000 Yen + 1 drink"
RASMUSSEN-CORSANO DUO + MICHIYO YAGI,2017-05-17,WTF?,Koen-Dori Classics,http://koendoriclassics.com,"Tokyo Yamanote Church Bldg B1, 19-5 Udagawa-cho",,Shibuya,Shibuya,,3000 yen (+ 1 drink minimum)
"à qui avec Gabriel, Daniel Kwon, Suisei☆ @ Hikoroku",2017-05-17,"Experimental,Indie-Pop,Pop,Psychedelic,Psych-Folk",,,,,,,,1500円
Bonjour Tokyo,2017-05-17,"
 ,Party",1000 Springs Tokyo,https://www.facebook.com/1000SpringsTokyo/,"4-3-1 Yotsuya, Shinjuku-ku",,Yotsuya,Yotsuya sanchome,,free
"Alexa Dexa (USA), Chiharu Mitamura, Lunakate, Tsuji Shion",2017-04-24,"Rock,Pop,Electro-Pop",DUO Music Exchange,http://www.duomusicexchange.com,"2-14-8 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,2800,3300
Natsuki Kido Acoustic Guitar Solo,2017-04-30,"Acoustic,Avant garde",lete,http://www.l-ete.jp,"Daizawa 5-33-3, Setagaya-ku",,Shimokitazawa,,"¥2,300 (+ order)","¥2,500 (+ order)"
"Count The Thief, mydearghost, April logical Emotions, Panda in closet",2017-04-09,Indie-Rock,Live Freak,http://www.live-freak.com,"Accord Shinjuku B1F, 2-12-4 Shinjuku",,Shinjuku,,"2,000","2,500"
King Cake Baby,2017-04-09,New Orleans,What the Dickens,http://www.whatthedickens.jp,"Roob6 Bldg 4F, 1-13-3 Ebisu-Nishi",,Ebisu,Ebisu,,FREE
Tumo with Ryuichi Yoshida,2017-04-03,"Abstract,Avant garde,Experimental,Improvised,Noise",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,donation for musicians + 500JPY + order
Keiko Komori & Kazuto Shimizu with Takefumi Kobayashi,2017-03-17,"Avant garde,Improvised,Jazz,Progressive",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,donation for musicians + 500JPY + order
"MEAT MARKET (US), SATISFACTION, SUMMERMAN, 突然少年, Minor Toast",2017-03-17,Alternative,Bass On Top,http://bassontop.tokyo.jp/band/nakano/,"Nakano Sun Plaza B1F, Nakano 4-1-1",,Nakano,Nakano,,1000
Deep Irish Night,2017-03-17,"DJ,Garage Rock,Pop,Punk,Rock n Roll",Beat Cafe,https://www.facebook.com/beatcafe,"2-13-5-B1, Dogenzaka, Shibuya-ku",,Shibuya,"Shibuya, Shinsen",,Free
"Dr Eggs, JIDORI, V.I.P.E.R.S., Garage, sabaku∞bakuhatsu",2017-03-23,Mixed Genre,7th Avenue,http://www2.big.or.jp/~7th/index.html,"B1 252 Yamashita-cho, Naka-ku, Yokohama",http://www2.big.or.jp/~7th/information/map.html?v=2,Yokohama,"Kannai, Nihonodori","2,000","2,500"
"ENERGISH GOLF, E.S.V, Oshiri Penpenz, GELLERS, Gofish, GROUP, Taiko Super Kicks, more",2017-03-18,"Alternative,Electronic Rock,Experimental,Mixed Genre",Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",2500,2800
"Maika Loubté, Yüksen Buyers House, Luby Sparks, TAWINGS, Aya Gloomy",2017-03-23,"Electro-Pop,Guitar Pop,Indie",Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",1500,2000
THURSTON MOORE & CHARLES HAYWARD,2017-03-23,Improvised,Marz,http://www.marz.jp,"Kabukicho 2-45-1 B1, Shinjuku-ku",,Shinjuku,Shinjuku,7800,
Shuta Hasunuma Philharmonic Orchestra,2017-02-25,Other,Cay,http://www.spiral.co.jp,"Spiral building. B1, 5-6-23 Minami-Aoyama, Minato-",,Aoyama,Omotesando,4500,5000
"come to my party, DJs Q (The Usual Evening), dallaha (Tambo night), Judy (Kinski), more",2017-02-25,"DJ,Dream-pop,Indie",Kissa Smile,https://twitter.com/udagawasmile,"Ryuko Bldg Honkan 3F, Udagawacho 11-11, Shibuya-ku",,Shibuya,Shibuya,,¥1000 (+ drink)
"THE PATS PATS, すいとぴ〜 (鮎子＆℃-want you!), Carpool, Haruko Tajima, DJ Ayumi Tsubouchi",2017-02-25,"Electro-Pop,Indie-Pop",Green Apple,http://www.greenapple.gr.jp,"Koenji-Minami 4-9-6 2F, Suginami-ku, Tokyo",http://www.greenapple.gr.jp/access.html,Koenji,Koenji,,￥1500
keiko higuchi ヒグチケイコ (vocals) + shin-ichiro kanda 神田晋一郎 (piano),2017-02-25,Unclassifiable,velvetsun,http://www.velvetsun.jp,"Sunrize Bldg 1F, 3-47-21 Ogikubo, Suginami-ku",http://www.velvetsun.jp/about/,Ogikubo,Ogikubo,2000 yen + 1 drink/ 3200 yen (w 1 cd)+ 1 drink ,2000 yen + 1 drink/ 3200 yen (w 1 cd)+ 1 drink 
Great JapaLkan,2017-02-25,"World,Folk",Sutekina,http://sutekina.me,"Kichijoji Minami-Machi 2-2-4, SK Bldg 3F",https://goo.gl/maps/q1wBpsKbCiH2,Kichijoji,Kichijoji,2500yen + drink order,2500yen + drink order 
"多幸感〜HOUSE IN THE CAFE: gara, UComeon!, DJ MORO, Dancenissy",2017-02-25,House,SUBstore Koenji,http://substore.jimdo.com/,"3-1-12 Koenji Kita, Suginami-ku, Tokyo",https://www.google.co.jp/maps/place/S・U・B+STORE+TOKYO/,Koenji,Koenji,¥ 1500 + 1 drink (ALL ¥ 500 !!!),
Suidobashi Chamber Ensemble,2017-02-25,Experimental,Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome","2,000 yen","2,500 yen"
"HOSTESS CLUB WEEKENDER: Pixies, The Kills, The Lemon Twigs, Mono, Little Barrie, Girl Band, more",2017-02-26,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,"2 day 8500, 2 days 13900",
GIGAModular Festival,2017-02-26,"Electronic,Experimental",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,3000,3500
Tony Guppy & 井アミ & 中村健吾,2017-02-26,Jazz,Fried Potato,http://tsunashima.net/,"2-7-21 Tarumachi, Kohoku-ku, Yokohama, Kanagawa",http://tsunashima.net/access.html,Tsunashima,Tsunashima,"2,500円（別途ドリンクオーダー）","2,500円（別途ドリンクオーダー）"
JAZZ JAM SESSION,2017-02-26,"Jazz,Jam",Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,1000yen & drink order (If you play→1500yen & drink order)
Shuta Hasunuma Philharmonic Orchestra,2017-02-26,Other,Cay,http://www.spiral.co.jp,"Spiral building. B1, 5-6-23 Minami-Aoyama, Minato-",,Aoyama,Omotesando,4500,5000
"RUINS (Tatsuya Yoshida, Ryuichi Masuda), camellia, LOOLOWNINGEN & THE FAR EAST IDIOTS",2017-02-26,"Alternative,Avant garde,Instrumental,Mixed Genre,Progressive",Nine Spices,http://9spices.rinky.info,"HANROKU Bldg B1, Kabukicho 2-1-2, Shinjuku-ku",http://9spices.rinky.info/access.html,Shinjuku,"Higashi-Shinjuku, Shinjuku-sanchome, Shinjuku","¥2,000-(+order)","¥2,500-(+order)"
"Tommy Keene, ROCKBOTTOM, The Thunderroads, Beat Caravan, Triple Junk",2017-02-26,"Garage Rock,Indie-Rock,Power Pop,Punk",Penguin House,http://penguinhouse.net,3-24-8 Kita Koenji,http://penguinhouse.net/access,Koenji,Koenji,3300,3500
kajo (Daysuke Takaoka + Tetsuro Fujimaki + Yuji Ishihara),2017-02-26,"Acoustic,Experimental,Improvised,Instrumental,World",l-e,http://www.l-e-osaki.org,"Snowbell B1, 1-3-11 Yutaka-cho, Shinagawa",,Osaki,"Osaki, Togoshi-Ginza",,1500 + drink order
"Lauren Rodz, MAMMOTH, Circulate8, Aquiles Hadjis, Biology of the Future",2017-02-26,"Ambient,Avant garde,Neo-psychedelia,Noise",Gari Gari,http://www.cinemabokan.com,"Tobita Bldg B1, Daizawa 2-45-9 , Setagaya-ku",,Ikenoue,Ikenoue,¥1000,¥1000
"PIXIES, Bo Ningen",2017-02-27,Alternative,Ex Theater,http://www.tv-asahi.co.jp/ex-theater/,Nishi-Azabu 1-2-9,http://www.tv-asahi.co.jp/ex-theater/access/,Roppongi,"Roppongi, Nogizaka, Azabu-juban","8500 (standing), 9500 (reserved seat)",
"Unknown Mortal Orchestra, the perfect me, Fake Tears",2017-02-27,"Indie,Neo-psychedelia,Psychedelic",DUO Music Exchange,http://www.duomusicexchange.com,"2-14-8 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,4500,5000
"Sunset Images (Mexico), SHOKO, CHIIO, I Saw You Yesterday, Luby Sparks",2017-02-27,"Experimental,Indie,Psych-Folk,Shoegaze",Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",1500,2000
"Keiji Haino + Jim O’Rourke + Oren Ambarchi, TAMARU, Taeji Sawai",2017-02-27,"Electronic,Experimental,Improvised",Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,3000,3500
"Derek Short's Jam Session - Groove, Jazz & Funk Workshop",2017-02-27,"Funk,Hip-Hop,Jam,Jazz,Soul",Absolute Blue,http://absol.blue/,1-15-6 Nishiikebukuro,http://absol.blue/#about,Ikebukuro,Ikebukuro,,"¥1,800 plus 1 drink minimum"
"GROUNDCOVER., Bossston Cruizing Mania, Transkam",2017-02-27,"Experimental,Krautrock,Noise,Punk,Unclassifiable",Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,,Free (only 2 drink order/1000yen)
"瀬尾高志 (bass), 林栄一 (sax), Darren Moore (ds) ",2017-02-27,"Art,Free Jazz,Improvised,Jazz",Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"hat money (for musicians 1000yen~), drink order, bar charge"
Tumo with Kiyohiko Senba,2017-02-27,"Acoustic,Avant garde,Experimental,Improvised,Noise",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,donation for musicians + 500JPY + order
"WARPAINT, yahyel",2017-02-28,"Indie-Rock,Psychedelic",Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,6300,
OPEN MIC,2017-02-28,Open Mic,Ruby Room,http://www.rubyroomtokyo.com,"2F Kasumi Bldg, Dogenzaka 2-25-17, Shibuya",,Shibuya,Shibuya,,¥1500 (includes 2 drinks)
"Kill Your Idols (Guns N' Roses cover band), カナシバリ, Kegoi, signal",2017-02-28,Hard Rock,Live Freak,http://www.live-freak.com,"Accord Shinjuku B1F, 2-12-4 Shinjuku",,Shinjuku,,"2000 [+ 1 drink (￥500) or 飲み放題 (￥1,500)]","2500 [+ 1 drink (￥500) or 飲み放題 (￥1,500)]"
Marcos Fernandes & Jyoji Sawada with Risa Takeda & DB,2017-02-28,Improvised,Shichoushitsu Sono 3,http://shicho.org/,"5-195 Chojamachi, Nakaku, Yokohama",http://shicho.org/s3access/,"Hinodecho, Yokohama",Hinodecho station on Keihin Kyuko Line.,,投げ銭 / Pass the hat
"市野元彦 (gt), 落合康介 (bass), 外山明 (ds)",2017-02-28,"Free Jazz,Improvised,Jazz",Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"hat money (for musicians 1000yen~), drink order, bar charge"
Explosions In The Sky,2017-03-01,Post-Rock,Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,6500,
"Kyoko Kuroda, Natsuki Kido",2017-03-01,"Jazz,Instrumental,Improvised",Mandala 1,http://www.mandala.gr.jp/man1.html,"1-5-2 Minamicho, Kichijoji, Musashino-shi, Tokyo",,Kichijoji,Kichijoji,"¥3,000","¥3,300"
"Colin Currie, Steve Reich, Synergy Vocals, The Colin Currie Group @ Tokyo Opera City",2017-03-01,"Minimal,Other",,,,,,,,
"Kiyasu Orchestra, piranezi, Aural Fit, 圭坊バンド",2017-03-01,"Experimental,Free Jazz,Improvised,Jazz,Noise",Art Bar Ten (天),http://asagaya-ten.com/,Asagaya-kita 2-1-5 B1F,http://asagaya-ten.com/access.html,Asagaya,Asagaya,1000yen + 1 order,1000yen + 1 order
"pile-up vol.6: Naoyasu Takahashi, Fumito Sugo, Junji Hirose",2017-03-01,Mixed Genre,Yellow Vision,http://www.yellowvision.jp/,"Asagaya 2-chome Bldg B1, 2-2-2 Asagaya-kita",http://www.yellowvision.jp/Access.html,Asagaya,Asagaya,￥2000 + order,￥2000 + order
"MASS OF THE FERMENTING DREGS, CRYPT CITY",2017-03-01,"Alternative,Post-Punk,Post-Rock,Shoegaze",Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,2800,3300
"Pile-Up Vol.6: Naoyasu Takahashi, Fumito Sugo, Junji Hirose",2017-03-01,"Improvised,Experimental,Mixed Genre,Free Jazz,Avant garde",Yellow Vision,http://www.yellowvision.jp/,"Asagaya 2-chome Bldg B1, 2-2-2 Asagaya-kita",http://www.yellowvision.jp/Access.html,Asagaya,Asagaya,2000yen (+1d),2000yen (+1d)
"Francesca Han (piano), Koki Matsui (sax), Takashi Sugawa (contrabass) ",2017-03-01,Jazz,Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"hat money (for musicians 1000yen~), drink order, bar charge"
"Colin Currie, Steve Reich, Synergy Vocals, The Colin Currie Group @ Tokyo Opera City",2017-03-02,"Minimal,Other",,,,,,,,
“Memory and Imagined Landscape” - 4 Short Movies Screening & Live Performances,2017-03-02,"Art,Film",Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,2500,2800
"Boys Trio: 石井彰 (piano), 金澤英明 (contrabass), 石若駿 (drums)",2017-03-02,Jazz,Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"hat money (for musicians 1000yen~), drink order, bar charge"
The Damned,2017-03-03,"Post-Punk,Punk",Club Quattro,http://www.club-quattro.com,"5F Parco Quattro, 32-13 Udagawa-cho",http://www.club-quattro.com/shibuya/access/,Shibuya,Shibuya,,
"kuknacke, inu feat. Misaki Suzuki, utae, pagtas BAND, NO BRAIN, itoken & shimada Boy, sxy+Que, Recor",2017-03-03,Synth-pop,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,1000yen,1000yen
Teenage Fanclub,2017-03-03,Alternative,Yokohama Bay Hall,http://www.bayhall.jp,"3-4-17 Shinyamashita, Naka-ku, Yokohama",,Yokohama,,7500,
"Tentenko, She Talks Silence, IN THE SUN",2017-03-03,Indie-Pop,Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,,
"Kawaguchi Masami, peaflan ",2017-03-03,Psych-Folk,harness,http://livebarharness.web.fc2.com/,"2-18-9-B1, Asagayaminami, Suginami, Tokyo",http://livebarharness.web.fc2.com/map.html,Asagaya,Asagaya,,2000yen +drink
"Cairophenomenons, Ultrafog, Naoya Takakuwa (BatmanWinks), Luby Sparks, Taigen Kawabe (BO NINGEN)",2017-03-03,"Dream-pop,Indie",Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",1500,2000
"3 solos - Yuma Takeshita, biki, Tamako Katsufuji",2017-03-03,"Abstract,Electronic,Experimental,Improvised,Noise",Bar Isshee,http://www.bloc.jp/barisshee/,"3-36-11-B1, Sendagi, Bunkyo-ku",,Sendagi,Sendagi,,donation for musicians + 500JPY + order
"THE DUO (Daisuke Suzuki, Natsuki Kido) + Hiroshi Yoshino, Tomohiro Yahiro",2017-03-03,"Acoustic,Jazz",Pit Inn,http://www.pit-inn.com,"Accord Bldg B1, 2-12-4 Shinjuku, Shinjuku-ku",,Shinjuku,"Shinjuku, Shinjuku Sanchome",,"¥3,500 (+ tax)"
"YOSHIMOTO Yumiko (guitar) solo improvisation ""midnight pendulum vol.12""",2017-03-04,"Avant garde,Experimental,Improvised",Kissa Sakaiki,http://sakaiki.modalbeats.com/,"Shinjuku-ku ,Daikyo-cho, 2-4 Yotsuya 3-chome, 1F",,Yotsuya Sanchome,Yotsuya-Sanchome,,"Charge 2,000 yen (incls. 1drink)"
Jazz Jam Session,2017-03-04,"Jazz,Jam",Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,1000yen & drink order (If you play→1500yen & drink order)
"TANUKI project, polyfony, 加藤卓雄, 絵仁. ",2017-03-23,"Electronic,Alternative",Shuffle,http://www.k-shuffle.com,武蔵野市吉祥寺南町2丁目6-10　フジパームビルB1F,,Kichijoji,,"2,500","3,000"
"Brown Steals, Fuzz Orchestra (Italy), RIP VAN WINKLE, ハクビシン, アラワネ",2017-03-23,"Blues,Experimental,Progressive,Psychedelic,Rock n Roll",UFO Club,http://www.ufoclub.jp,"Harmony Hills B1F 1-11-6 Koenji-Minami,Suginami-ku",http://www.ufoclub.jp/access/,Higashi-Koenji,Higashi-Koenji,2000,2300
"Pile-Up: Naoyasu Takahashi, Fumito Sugo, Risa Takeda",2017-03-23,"Avant garde,Experimental,Improvised",Flying Teapot,http://flyingteapot1997.wixsite.com/ekoda-flying-teapot,"Enomoto Bldg B1F, 27-7 Sakae-cho, Nerima-ku",,Ekoda,Ekoda,1500yen (+1d),1500yen (+1d)
"吉本章紘 (sax), Niran Dasika (tp), 岩見継吾 (b), 林ライガ (ds)",2017-03-23,"Free Jazz,Improvised,Jazz",Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"hat money (for musicians 1000yen~), drink order, bar charge "
Topology! vol.126: Sight296 (FUKUI Shozin + Itsuro1x2_6),2017-03-23,"Art,Avant garde,Electronic,Experimental,Improvised",Yellow Vision,http://www.yellowvision.jp/,"Asagaya 2-chome Bldg B1, 2-2-2 Asagaya-kita",http://www.yellowvision.jp/Access.html,Asagaya,Asagaya,,"1,000yen+1drink order"
"East meets West ! vol. 8: Toh Chu Ka Soh, Maki Arai, Makoto Kawashima, Nuetama, imiyo44",2017-03-23,"Experimental,Free Jazz,Improvised,Noise",Bullet's,http://www.bul-lets.com,"B1F Kasumi Building, 1-7-11 Nishiazabu, Minato-ku",http://bul-lets.com/new/map/,Nishi-Azabu,"Roppongi, Nogizaka",,drink only
"Dr Eggs, Denedes (Miami), Red Sonnet (Korea), The Sally Fizz Robber, unlisted number, 日本刀, more",2017-03-24,Mixed Genre,Live Freak,http://www.live-freak.com,"Accord Shinjuku B1F, 2-12-4 Shinjuku",,Shinjuku,,"2,000","2,500"
Teenage Fanclub,2017-03-04,Alternative,Ex Theater,http://www.tv-asahi.co.jp/ex-theater/,Nishi-Azabu 1-2-9,http://www.tv-asahi.co.jp/ex-theater/access/,Roppongi,"Roppongi, Nogizaka, Azabu-juban",7000,
The Damned,2017-03-04,"Post-Punk,Punk",Yokohama Bay Hall,http://www.bayhall.jp,"3-4-17 Shinyamashita, Naka-ku, Yokohama",,Yokohama,,,
"Jaded in Tokyo, The Taupe, Looprider, 藤原忠",2017-03-04,Alternative,UFO Club,http://www.ufoclub.jp,"Harmony Hills B1F 1-11-6 Koenji-Minami,Suginami-ku",http://www.ufoclub.jp/access/,Higashi-Koenji,Higashi-Koenji,2000,2000
Braids,2017-03-04,Alternative,Circus Tokyo,http://circus-tokyo.jp/,3-26-16 Shibuya,http://circus-tokyo.jp/access/,Shibuya,Shibuya,"3,500 yen（税込/1D別）","4,000 yen（税込/1D別）"
SUBstore Tokyo - 1st Anniversary party,2017-03-04,"All Mix,DJ,Open Mic",SUBstore Koenji,http://substore.jimdo.com/,"3-1-12 Koenji Kita, Suginami-ku, Tokyo",https://www.google.co.jp/maps/place/S・U・B+STORE+TOKYO/,Koenji,Koenji,FREE ENTRY (1 drink ALL ¥500),
JAPPERS,2017-03-04,Indie,Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",1500,2000
"yoji & his ghost band, てあしくちびる×浦崎力×みずのき美術館",2017-03-04,"Experimental,Folk,Indie",Koenji U-hA,http://coffeeuha.web.fc2.com/,"Ems Bldg. 4-4-12 Koenji-minami, Suginami-ku, Tokyo",http://coffeeuha.web.fc2.com/access.html,Koenji,Koenji,,2000 + 1 drink
"PEG LEG LOV (L.A), LONESHIP (L.A), THE DEAD PAN SPEAKERS, The Red Gaf, URBANフェチ, NoLA, more",2017-03-24,"Alternative,Disco-punk,Hardcore,New Wave,Post-Rock",20000 Den-atsu (二万電圧),http://www.den-atsu.com/,"L-GRAZIA B1, 1-7-23 Koenji Minami, Suginami-ku",http://den-atsu.com/?page_id=17,Higashi-Koenji,Higashi-Koenji,2000,2500
THE SPECIALS,2017-03-24,Ska,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,9000,
negoto,2017-03-24,Alternative,Zepp Divercity Tokyo,http://www.zepp.co.jp/divercity/,"Diversity Plaza, 1-1-10 Aomi, Koto-ku, Tokyo",,Daiba,,3800,
"Fuzz Orchestra, 鵺魂(n), MASATO/ASSFORT, Us'e (France), Krinator (France), Delacave (France)",2017-03-24,"Hard Rock,Experimental,Mixed Genre,Noise Rock,Psychedelic",Earthdom,http://www1.odn.ne.jp/shinjuku-dom/index.html/dom.html,"Lisbon Bldg B1F, 3-32-3 Okubo, Shinjuku-ku",,Okubo,"Okubo, Shin-Okubo",2000,2300
Tatsuhiko Asano,2017-03-24,Instrumental,lete,http://www.l-ete.jp,"Daizawa 5-33-3, Setagaya-ku",,Shimokitazawa,,2000,2300
"TANUKI project, POROROCKS, NA/DA, BO-PEEP, ampcharwar",2017-03-24,"Electronic,Alternative",Heaven's Door,http://www.geocities.jp/xxxheavensdoorxxx,1-33-19 B1 Sangenjyaya,,Sangenjaya,Sangenjaya,"2,000","2,500"
Derek Short and the Executive Class Band with Rita,2017-03-24,"Blues,Funk,Jam,Jazz,R n B",Diglight,http://www.diglight.co.jp,"Tajima Bldg B1F, Takadanobaba 2-1-2, Shinjuku-ku",,Takadanobaba,"Takadanobaba, Nishi-Waseda",,No Cover Charge - Tips System
Yogee New Waves,2017-03-25,Indie,Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,3000,
"Letting Up Despite Great Faults, DATS",2017-03-04,Dream-pop,O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,4000,4500
"Surfer Joe (from Italy), The Surf Coasters, The Jackie & The Cedrics, Switch Trout, God Surfers",2017-03-25,Garage Rock,Shelter,http://www.loft-prj.co.jp/SHELTER/index.html,"Senda Building, B1 2-6-10, Shimokitazawa",,Shimokitazawa,,2500,2800
"Kazuki Tomokawa, Teashikuchibiru",2017-03-25,"Folk,Psych-Folk",Koenji U-hA,http://coffeeuha.web.fc2.com/,"Ems Bldg. 4-4-12 Koenji-minami, Suginami-ku, Tokyo",http://coffeeuha.web.fc2.com/access.html,Koenji,Koenji,3500,4000
Tom Pierson Electric Quartet,2017-03-25,"Funk,Improvised,Jazz,Latin,Mixed Genre",Salon Kamoshita,https://www.facebook.com/Salonkamoshita/,2-12-11 Honshukucho Fuchu Tokyo,,Fuchu,JR Nishifu or Bubaigawara Station,,"¥3000 includes music, 1 drink"
"Sunset Images (Mexico), Echoscape, Merry Christmas, Collapse",2017-03-04,"Experimental,Folk,Indie-Rock,Math-Rock,Post-Punk",,,,,,,1500 + Drink,1500 + Drink
keiko higuchi ヒグチケイコ (vocals) + shin-ichiro kanda 神田晋一郎 (piano),2017-03-04,Unclassifiable,Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome",2000 yen + drink (2 for 3000 yen if you come together),2000 yen + drink (2 for 3000 yen if you come together)
"ARCANA (Yohei yamashita, Eri Uenoyama , Natsuki Kido)",2017-03-04,"Acoustic,Instrumental,Latin,Mixed Genre",No Trunks,http://notrunks.jp/english/english_index.htm,"5F 1-10-5 Naka, Kunitachi-shi, Tokyo",,Kunitachi,Kunitachi,,donation for performers (+ order)
