title,date,category,venue,venue_url,address,access_url,area,closest_station,advance_price,door_price
"The Saddest Landscape (USA), Sam Haven (Australia), SETE STAR SEPT, Eumenides, Pale",2017-12-01,"Grindcore,Hardcore,Metal,Noise,Punk",Flat,http://flat.rinky.info,"3-17-2 Nishiogiminami, Suginami-ku",http://flat.rinky.info/map.html,Nishi-Ogikubo,Nishiogikubo,2800yen,3300yen
Yogee New Waves,2017-12-01,Indie,Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,3500,
Kim Doo Soo,2017-12-01,Psych-Folk,Salon de VAMP,http://salondevamp.com,"3F, 3-46-3, Koenji-Minami, Suginami, Tokyo",,Koenji,Koenji,2500yen + drink,3000yen + drink
"TAKE ON ME - 80s music night: The Casual Goodbyes, Los Yoyoguiris, Jeremy Cox, DJs",2017-12-01,All Mix,Ruby Room,http://www.rubyroomtokyo.com,"2F Kasumi Bldg, Dogenzaka 2-25-17, Shibuya",,Shibuya,Shibuya,,¥1000 w/ 2 drinks
Ciara Shaughnessy,2017-12-01,Acoustic,Cafe Cheshmeh,http://www.rainineden.com/cheshmeh/index.html,"2-13-13, Sasazuka, Shibuya-ku, Tok",https://goo.gl/maps/TZXSELRKdZB2,Sasazuka,Sasazuka,,Free Entry ~ Pass-The-Hat Tip
"FALLING DOWN, 義狼魑武掟羅亜, PERSEVERANCE, LEVIASUN",2017-12-01,"Grindcore,Hardcore,Metal,Punk",Pit Bar,http://ameblo.jp/pitbar,"3-14-10 B1F Nishiogi Minami, Suginami-ku",,Nishi-Ogikubo,Nishi-Ogikubo,"¥1,500","¥1,800 (No Drink Charge)"
"Ayugobou, Chihiro Ishida",2017-12-01,"Acoustic,Pop",Koenji U-hA,http://coffeeuha.web.fc2.com/,"Ems Bldg. 4-4-12 Koenji-minami, Suginami-ku, Tokyo",http://coffeeuha.web.fc2.com/access.html,Koenji,Koenji,,2000 + drink (500)
"Hiroshi Minami (pf), Ryuichi Yoshida (sax), Takashi Seo (b), Raiga Hayashi (ds)",2017-12-01,Jazz,Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,"Tip (for musicians ¥1000~), drink order, bar charge (¥800)"
"ASTRO, SHAYNE BOWDEN, WINTERS IN OSAKA, DEATH MANAGEMENT PLAN, FACIALMESS",2017-12-01,"Electronic,Industrial,Noise",Sound Studio DOM,http://soundstudiodom.web.fc2.com/,"3F Koenjiminami 4-25-7, Suginami-ku",,Koenji,Koenji,1000,1000
"DISASTER, APOLOGIST, ROSEROSE, cemment",2017-12-02,"Death Metal,Hardcore,Metal",El Puente,https://www.facebook.com/pages/El-Puente/214096195273923,"B1 8-8 Nishihiranumacho, Nishi-ku, Yokohama",,Yokohama,Nishi-Yokohama,2000yen,2000yen(+order)
PULANG KAMPUNG Art Exhibition & DJ,2017-12-02,"Funk,Experimental,DJ,World",SUBstore Koenji,http://substore.jimdo.com/,"3-1-12 Koenji Kita, Suginami-ku, Tokyo",https://www.google.co.jp/maps/place/S・U・B+STORE+TOKYO/,Koenji,Koenji,,free entrance
"CLOW, Mame, Yuu Inoue",2017-12-02,Pop,Koenji U-hA,http://coffeeuha.web.fc2.com/,"Ems Bldg. 4-4-12 Koenji-minami, Suginami-ku, Tokyo",http://coffeeuha.web.fc2.com/access.html,Koenji,Koenji,,2000 + drink (500)
"Nuvires-La, NARRAGONIAN",2017-12-02,"Folk,Improvised,Progressive,Psychedelic,World",Shimokitazawa Circus ,https://facebook.com/下北沢-Circus-サーカス-367732379990869/,"1-40-15 Kitazawa, Setagaya, Tokyo",,Shimokitazawa,下北沢 (Shimokitazawa),,"￥2,000 + 1 drink & 1 food "
"AKBK, NOISE A GO-GOs, BLACKPHONE 666, FACIALMESS + CAL LYALL + BEEATZ v.2.0999",2017-12-02,"Experimental,Garage Rock,Grindcore,Noise,Rock n Roll",Soup,http://ochiaisoup.tumblr.com/,"B1F Mitaka Building 3-9-10 Kami-Ochiai,Shinjuku-ku",,Ochiai,"Ochiai, Higashi-Nakano, Nakai",2000,2000
"Shayne Bowden, Nakamura Toshimaru, Tetuzi Akiyama",2017-12-02,"Improvised,Noise",OTOOTO,http://www.otooto.jp/,"B1, 3-13-10 Kitazawa, Setagayaku",https://goo.gl/maps/B3yidmfNBgx,Higashi Kitazawa,Higashi-Kitazawa (3 min walk),,"¥2,000 w/ 1 free drink"
"FUCKER, LIFE, 刑鉄, HOW, UNARM, DEATHRO, FORWARD, BREAKfAST, MOONSCAPE, more",2017-12-03,Hardcore,Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,,1000
"Kyosuke Terada x Shizuo Uchida, BEEATSZ v2.04321 x 直江実樹, scum × GOVERNMENT ALPHA, more ",2017-12-03,"Art,Electronic,Experimental,Improvised,Noise Rock",OTOOTO,http://www.otooto.jp/,"B1, 3-13-10 Kitazawa, Setagayaku",https://goo.gl/maps/B3yidmfNBgx,Higashi Kitazawa,Higashi-Kitazawa (3 min walk),,"2,000 JPY w/ 1 free dirnk"
"AFRICAN GROOVE NIGHT: Sinsimba, あらかり大輔, スミ・マズィタテグル, DJ Shochang",2017-12-03,World,SUBstore Koenji,http://substore.jimdo.com/,"3-1-12 Koenji Kita, Suginami-ku, Tokyo",https://www.google.co.jp/maps/place/S・U・B+STORE+TOKYO/,Koenji,Koenji,¥1500 + 1 drink ¥500,
"The Argonauts, GLDN, Yazoo",2017-12-03,"Alternative,Avant garde,Experimental,Psychedelic,Rock",Golden Cup,http://goldencup.jp/,1-35 Honmoku-cho Nakaku Yokohama,,Yokohama,"Yamate, Motomachi-Chukagai",1500yen,1500yen (+ order)
MORGAN FISHER Sunday Meditation Music,2017-12-03,Mixed Genre,Morgan Salon,http://www.morgan-fisher.com/live.html,"2-2-4 Izumi, Suginami-ku, Tokyo 168-0063",https://tinyurl.com/ycyteauj,Daitabashi,Daitabashi,2000 yen,2000 yen
"ZABADAK (Koko Komine, Natsuki Kido, Takaaki Aoki, Orang)",2017-12-03,"Avant garde,Progressive,Acoustic",Mandala Aoyama,http://www.mandala.gr.jp/aoyama.html,"MR Building B1, 3-2-2 Minami-Aoyama, Minato-ku",,Gaienmae,"Gaienmae, Omotesando","¥4,700",
"Luby Sparks, OCHA∞ME, No Buses slowmarico, SUPER VHS",2017-12-03,"Indie-Pop,Indie-Rock,Lo-Fi,New Wave,Post-Punk",Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",,"1000 (passport, please)"
"Saori Komatsubara, Katan Hibiya",2017-12-03,"Acoustic,Pop",Koenji U-hA,http://coffeeuha.web.fc2.com/,"Ems Bldg. 4-4-12 Koenji-minami, Suginami-ku, Tokyo",http://coffeeuha.web.fc2.com/access.html,Koenji,Koenji,2500 + drink (500),3000 + drink (500)
"Tetuzi Akiyama, suzueri, Fabio Perletta, Lorenzo Balloni",2017-12-03,"Experimental,Ambient,Art,Improvised",Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome",2000 yen,2000 yen
"Ephemeral Moment (CHINO Shuichi, TAKAOKA Daysuke, Miya, YOSHIMOTO Yumiko)",2017-12-03,"Experimental,Avant garde,Improvised",Atelier Q (Atelier Dai Q Geijutsu),https://www.seijoatelierq.com/,"2-38-16 Seijo, Setagaya-ku, Tokyo",https://goo.gl/maps/k7eDgi1A6hJ2,Seijogakuenmae,Seijogakuenmae (Odakyu Line),,"2,500yen"
"Daisaku Kume, Vagabond Suzuki, Yasuo Sano, Natsuki Kido,Kaori Takahashi",2017-12-04,"Jazz,Hard Rock,Funk,Free Jazz,All Mix",Jirokichi,http://www.jirokichi.net,"Koenji Bldg B1, 2-3-4 Koenji-kita",http://jirokichi.net/access/,Koenji,Koenji,,"¥3,200 (+ order)"
"Daimonji (Hoppy Kamiyama, Mitsuru Nasuno, Tatsuya Yoshida)",2017-12-04,"All Mix,Alternative,Avant garde,Instrumental,Progressive",Stormy Monday,http://www.ss.iij4u.or.jp/~zukizuki,No.3 YACHI Bld 2F 1-3-3 Okina-Cho Naka-Ku Yokohama,,Yokohama,,"￥3,000 (+ tax, 2 order〜)","¥3,500 (+ tax, 2 order〜)"
"Yuuki Aoyama, Tomohiro Murata",2017-12-04,"Acoustic,Pop",Koenji U-hA,http://coffeeuha.web.fc2.com/,"Ems Bldg. 4-4-12 Koenji-minami, Suginami-ku, Tokyo",http://coffeeuha.web.fc2.com/access.html,Koenji,Koenji,,2000 + drink (500)
Magnum Sicks,2017-12-04,Jazz,Pink Cow,http://www.thepinkcow.com,Minato-ku Akasaka 2-7-5 Bright Bldg. B1,,Akasaka,"Akasaka-mitsuke, Akasaka, Tameike-sanno",,500
"SETE STAR SEPT, THE VOLTS, umaneco, KN750R, SEVENDAYS WEEKEND, 野獣のリリアン",2017-12-05,All Mix,Outbreak,http://www.hor-outbreak.com,"B1, 2-10 Yotsuya, Shinjuku-ku, Tokyo",http://www.hor-outbreak.com/access.html,Yotsuya,"Yotsuya, Yotsuya sanchome",1800yen,2300yen
"Bo-Peep, 花ト散るらん, Domestic Trouble, A.S.A.N., People Jam",2017-12-05,Rock,VARIT,http://www.r-varit.net/,Roppongi 5-18-2 B1,http://www.r-varit.net/p/access,Roppongi,"Roppongi, Roppongi itchome, Azabu Juban","¥2,000 (+ 1 Drink)","¥2,300 (+ 1 Drink)"
"Ruten no Tategotohiki, Wakaba Kageno, Hideo Shimamura",2017-12-05,"Acoustic,Pop",Koenji U-hA,http://coffeeuha.web.fc2.com/,"Ems Bldg. 4-4-12 Koenji-minami, Suginami-ku, Tokyo",http://coffeeuha.web.fc2.com/access.html,Koenji,Koenji,,2000 + drink (500)
DNK Ensemble + Suidobashi Chamber Ensemble,2017-12-05,"Acoustic,Classical,Experimental",Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome","2,000 yen","2,500 yen"
"Pile-Up: Naoyasu Takahashi, Fumito Sugo, Toshihiro Koike",2017-12-05,"Avant garde,Experimental,Free Jazz,Improvised,Unclassifiable",Yellow Vision,http://www.yellowvision.jp/,"Asagaya 2-chome Bldg B1, 2-2-2 Asagaya-kita",http://www.yellowvision.jp/Access.html,Asagaya,Asagaya,2000yen,2000yen (+1d)
"INFRACTION, SUTU, STINGER with Negishi, 脊髄注射",2017-12-06,"Hardcore,Punk",Pit Bar,http://ameblo.jp/pitbar,"3-14-10 B1F Nishiogi Minami, Suginami-ku",,Nishi-Ogikubo,Nishi-Ogikubo,"¥1,000","¥1,500"
Improvisation 6,2017-12-06,"Free Jazz,Avant garde,Improvised,Instrumental,Jazz",Hikari No Uma,http://hikarinouma.blogspot.jp/,"B1 1-23-17 Hyakunin-cho, Shinjuku-ku, Tokyo",,Okubo,"Okubo, Shin-Okubo",¥2000,¥2000
"Gravy Train, Lotus Tellers, Shishiba, Marie Dangerfield, Asuca, Mera' Hide",2017-12-06,"Acoustic,Folk,Pop,R n B,Rock",Ruby Room,http://www.rubyroomtokyo.com,"2F Kasumi Bldg, Dogenzaka 2-25-17, Shibuya",,Shibuya,Shibuya,,1000 Yen (includes 2 drinks)
"Mei Konno, Suyon, Haruka Miyake",2017-12-06,Pop,Koenji U-hA,http://coffeeuha.web.fc2.com/,"Ems Bldg. 4-4-12 Koenji-minami, Suginami-ku, Tokyo",http://coffeeuha.web.fc2.com/access.html,Koenji,Koenji,,2000 + drink (500)
"SECRET SPHERE, ARTHEMIS",2017-12-07,Alternative,The Live Station,http://www.livestation.co.jp/,"new fuji bld. B1F, 2-13-35, ueosaki, shinagawaku",,Meguro,,,
"borderline case, FOOLA, 青天の霹靂, Kaimy plants, Hi-5",2017-12-07,"Alternative,Instrumental,Math-Rock,Post-Rock",Club 251,http://www.club251.com,"5-29-15 Daizawa B1, Setagaya-ku",http://www.club251.com/access/index.html,Shimokitazawa,Shimokitazawa,2500,2800
"Shuu Kouchi, Natsuki Shimoade, Saponin",2017-12-07,"Folk,Acoustic,Pop",Koenji U-hA,http://coffeeuha.web.fc2.com/,"Ems Bldg. 4-4-12 Koenji-minami, Suginami-ku, Tokyo",http://coffeeuha.web.fc2.com/access.html,Koenji,Koenji,,2000 + drink (500)
"OUKURAMIRAI, aoiswimming",2017-12-07,"Experimental,Other,Synth-pop",Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,1500,2000
"SETE STAR SEPT, Bestal Vomit (from Italy), Hernious",2017-12-07,"Grindcore,Hardcore,Metal,Noise,Punk",What's Up,http://uguisudani-whatsup.com,"Negishi 1-7-11, Taito-ku, Tokyo",https://goo.gl/MPh18z,Uguisudani,Uguisudani,2000yen,2000yen
"songs (Taku Sugimoto, Minami Saeki) + Seamus Cater, sextet something",2017-12-07,"Abstract,Avant garde,Experimental,Improvised",l-e,http://www.l-e-osaki.org,"Snowbell B1, 1-3-11 Yutaka-cho, Shinagawa",,Osaki,"Osaki, Togoshi-Ginza",¥1500 + 1 drink,¥1500 + 1 drink
"Manami Kakudo, Shun Owada, Shohei Amimori, suzueri, more",2017-12-08,"Art,Electronic,Experimental,Festival,Improvised",Hokutopia,https://www.timeout.com/tokyo/music/hokutopia#tab_panel_2,"6F, 1-11-1 Oji, Kita, Tokyo",,Oji,Oji,1000 yen,1500 yen
"Chikako Kaido, Soya Arakata, Jascha Viestaedt, Judith Wilhelm, Naoki Kita",2017-12-08,Classical,Terpsichore,http://www.studioterpsichore.com/,"Nakano 3-49-15, Nakano-Ku, Tokyo",,Nakano,,3.000 Yen,3.500 Yen
"SECRET SPHERE, ARTHEMIS",2017-12-08,Alternative,Blaze,http://www.shinjuku-blaze.com,"B2F 1-21-7 Kabukicho, Shinjuku",,Shinjuku,Shinjuku,,
"Kaneda Kouhei (The Love Ningen), THE NUGGETS, Cairophenomenons, Yüksen Buyers House",2017-12-08,"Indie,Pop,Rock",O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,2500,3000
"WE ARE ASIA: Shao ft. Stan, Noddy (Netanoyoi), ミキウエノ, DJ Kkachisori",2017-12-08,"Acoustic,Folk,Guitar Pop,World",SUBstore Koenji,http://substore.jimdo.com/,"3-1-12 Koenji Kita, Suginami-ku, Tokyo",https://www.google.co.jp/maps/place/S・U・B+STORE+TOKYO/,Koenji,Koenji,¥500 + 1 drink ¥500,¥500 + 1 drink ¥500
RUBY ROOM 15th ANNIVERSARY DAY ONE,2017-12-08,Mixed Genre,Ruby Room,http://www.rubyroomtokyo.com,"2F Kasumi Bldg, Dogenzaka 2-25-17, Shibuya",,Shibuya,Shibuya,,¥2000
"borderline case, LAMPAZIE, TEQUILA PARTY EFFECT, TOKYO ACCIDENTS, more",2017-12-08,"Alternative,Emo,Indie-Rock,Post-Rock",Yokohama B.B. Street,http://www.bbstreet.com,神奈川県横浜市中区真砂町3-33 セルテ12F,,Kannai,,,
GRYFFIN,2017-12-08,Dance,WWW X,http://www-shibuya.jp/wwwx/,"2F Rise Bldg, 13-17 Udagawacho, Shibuya-ku",,Shibuya,Shibuya,7800,7800
"AFRIRAMPO, UMIKAWA (Naohiro Ukawa (DOMMUNE) + T.Mikawa (Hijokaidan / INCAPACITANTS)), TECHNO WOLF",2017-12-08,"Alternative,Ambient,Art,Avant garde",Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,2500 + Drink,3000 + Drink
"illMilliliter, HORSE&DEER, MELT-BANANA, GREEN MILK FROM THE PLANET ORANGE, DJ Ian Martin",2017-12-08,"Hardcore,Progressive,Psychedelic,Punk,Rock",Motion,http://motion-web.jp,"5F 2-45-2 Kabukicho, Shinjuku-ku",,Shinjuku,"Shinjuku, Seibu-Shinjuku","¥2,000","¥2,000"
LOGIC 和FAIR,2017-12-09,Techno,Kata,http://www.kata-gallery.net,"Liquidroom 2F, 3-16-6 Higashi, Shibuya-ku, Tokyo",http://kata-gallery.net/access,Ebisu,Ebisu,,free entrance　※You need to pay an entrance fee for talk even
"SNH (straytone + ken horiguchi + kentaro nagata), yuma takeshita, 100take, KyuRi, raphael leray",2017-12-09,"Electronic,Experimental,Improvised",OTOOTO,http://www.otooto.jp/,"B1, 3-13-10 Kitazawa, Setagayaku",https://goo.gl/maps/B3yidmfNBgx,Higashi Kitazawa,Higashi-Kitazawa (3 min walk),,"2,000 JPY w/ 1 free dirnk"
"A PAGE OF PUNK, CAFROM, CLASICKS, The Plashments, LINK, the PRACTICE, more",2017-12-09,"Pop-punk,Garage Rock,All Mix,Punk,World",Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",,free
"COIL (Natsuki Kido, Takeharu Hayakawa, Tsutomu Nakayama, Eiji Tanaka)",2017-12-09,"Blues,Rock",Ongakushitsu DX,http://www.ongakushitsu-dx.jp,B1F 3-20-4 Nishiwaseda Shinjuku-ku Tokyo,http://www.ongakushitsu-dx.jp/access.html,Takadanobaba,"Takadanobaba, Nishi-Waseda, Waseda","¥3,000 (+order)","¥3,500-(+order)"
"Francis Plagne, nan!ka?, muffin",2017-12-09,"Acoustic,Experimental,Folk,Indie,Psych-Folk",Shichoushitsu Sono 3,http://shicho.org/,"5-195 Chojamachi, Nakaku, Yokohama",http://shicho.org/s3access/,"Hinodecho, Yokohama",Hinodecho station on Keihin Kyuko Line.,"1,500yen + 1 drink","2,000yen + 1 drink"
DYGL,2017-12-09,Indie-Pop,Liquidroom,http://www.liquidroom.net,"3-16-6 Higashi, Shibuya-ku, Tokyo",http://www.liquidroom.net/access/,Ebisu,Ebisu,3500,
"FATERN, TAKESHI YODA, SAORI KOJIMA",2017-12-09,"Ambient,Electronic,Synth-pop",Hikari No Uma,http://hikarinouma.blogspot.jp/,"B1 1-23-17 Hyakunin-cho, Shinjuku-ku, Tokyo",,Okubo,"Okubo, Shin-Okubo","2,500yen","2,500yen"
"Nemu, Ako Yamase, Tomomi Satou, Shizuku Aosaki",2017-12-09,Pop,Koenji U-hA,http://coffeeuha.web.fc2.com/,"Ems Bldg. 4-4-12 Koenji-minami, Suginami-ku, Tokyo",http://coffeeuha.web.fc2.com/access.html,Koenji,Koenji,,2000 + drink (500)
RUBY ROOM 15th ANNIVERSARY DAY TWO,2017-12-09,All Mix,Ruby Room,http://www.rubyroomtokyo.com,"2F Kasumi Bldg, Dogenzaka 2-25-17, Shibuya",,Shibuya,Shibuya,,¥2000
Frédéric Blondy [from France] (piano) and Naoto Yamagishi (percussion) duo,2017-12-09,Improvised,Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome",,"2,000 yen"
LOGIC 和FAIR,2017-12-10,Techno,Kata,http://www.kata-gallery.net,"Liquidroom 2F, 3-16-6 Higashi, Shibuya-ku, Tokyo",http://kata-gallery.net/access,Ebisu,Ebisu,,free entrance　※You need to pay an entrance fee for talk even
Indian Rhythm Workshop by Darren Moore,2017-12-10,Other,velvetsun,http://www.velvetsun.jp,"Sunrize Bldg 1F, 3-47-21 Ogikubo, Suginami-ku",http://www.velvetsun.jp/about/,Ogikubo,Ogikubo,,￥2500 (1 drink included)
"Andre van Rensburg (尺八, guitar), 木村由 (dance)",2017-12-10,Improvised,RakudoAn,http://www.n-as.org/rakudoan/,"2-16 Tsukasa-cho Kanda, Chiyoda-ku",,Kanda,Kanda,,
"BBYLN, FRIENDSHIP, Granule, KLONNS, Ms. Machine, SHOKO, VOGOS, 滝沢朋恵 + よだまりえ",2017-12-10,Mixed Genre,Bushbash,http://bushbash.org,"7-28-11 Minami-Koiwa, Edogawa-ku",,Koiwa,Koiwa,,2000 / student 1000
"Korekyojinn (Natsuki Kido, Mitsuru Nasuno, Tatsuya Yoshida)",2017-12-10,"Alternative,Avant garde,Instrumental,Progressive",plus eleven,https://www.pluseleven-ageo.com/,"1-2-15, Nakacho, Ageo-shi, Saitama",https://www.pluseleven-ageo.com/map,Ageo,Ageo,,"¥3,000-(+order)"
"Judith Hamann, Toshimaru Nakamura",2017-12-10,"Electronic,Experimental,Improvised",OTOOTO,http://www.otooto.jp/,"B1, 3-13-10 Kitazawa, Setagayaku",https://goo.gl/maps/B3yidmfNBgx,Higashi Kitazawa,Higashi-Kitazawa (3 min walk),,"2,000 JPY w/ 1 free dirnk"
Marginal Consort,2017-12-10,Experimental,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,,3000yen (plus drink)
Akihito Obama,2017-12-10,Acoustic,Muriwui,http://www.ne.jp/asahi/cafe/muriwui/index.html,"4-1-22-3F Soshigaya, Setagaya",http://www.ne.jp/asahi/cafe/muriwui/info.html,Soshigaya-Ōkura,Odakyu Soshigaya Okura,"3,000 yen + 1drink","3,500 yen + 1drink"
Acoustronics trio,2017-12-10,"Improvised,Jazz",Knuttel House,http://www.knuttelhouse.com/,"4-1-8 Matsugaya, Taito-ku, Tokyo",,Iriya,"Iriya, Uguisudani, Asakusa, Tawaramachi",,
"DJ MEMAI, bum, extremeOBSN, Hanaka, Iwamaki, Fuguli, PGR, TSV",2017-12-10,"Alternative,Avant garde,DJ,Experimental,Noise",Bullet's,http://www.bul-lets.com,"B1F Kasumi Building, 1-7-11 Nishiazabu, Minato-ku",http://bul-lets.com/new/map/,Nishi-Azabu,"Roppongi, Nogizaka",,Entrance Free (1st drink ¥1000)
"Merry Christmas, The Flying Uncle, Sir. Fennek, Echoscape",2017-12-11,"Alternative,Folk,Indie,Math-Rock,Unclassifiable",Home,http://www.toos.co.jp/home,"Gloria Miyamasuzaka III B1F, 1-10-7 Shibuya",,Shibuya,,"1500円 (+ 1D, 600yen)","2000円 (+ 1D, 600yen)"
"Francis Plagne, Tetuzi Akiyama, Joe Talia",2017-12-10,"Improvised,Experimental,Avant garde",Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,¥800 + 1 drink + donation for musicians
"SACHIKO + BARAE, Mamoru Narita, NECROMIST",2017-12-10,Noise,Gari Gari,http://www.cinemabokan.com,"Tobita Bldg B1, Daizawa 2-45-9 , Setagaya-ku",,Ikenoue,Ikenoue,2000 + drink,2000 + drink
" Masayoshi Urabe (altosax, more), nanbuteruhisa (perc)",2017-12-11,Free Jazz,Bitches Brew,http://bitchesbrew.web.fc2.com,"3-152-1-2F Nishikanagawa, Kanagawaku, Yokohama",http://bitchesbrew.web.fc2.com/cafebar.html#map,Yokohama,Hakuraku,3000JPY,3000JPY
Christian Fennesz & Jim O'Rourke,2017-12-11,Experimental,Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,3500yen (plus drink),4000yen (plus drink)
"Sayuri Yanamoto, Sakko Saitou",2017-12-11,"Indie,Pop",Koenji U-hA,http://coffeeuha.web.fc2.com/,"Ems Bldg. 4-4-12 Koenji-minami, Suginami-ku, Tokyo",http://coffeeuha.web.fc2.com/access.html,Koenji,Koenji,,2000 + drink (500)
"e.r.a, OCHA∞ME, Dreamcast, sigh_city, Yodocolts",2017-12-11,"DJ,Hip-Hop,Indie-Pop,Indie-Rock,Punk",Three,http://www.toos.co.jp/3/index.html,"Kitazawa 5-18-1 B1F, Setagaya-ku, Tokyo",http://www.toos.co.jp/3/3_access.html,Shimokitazawa,"Shimokitazawa, Setagaya-Daita",,free
Slowdive,2017-12-12,"Dream-pop,Shoegaze",Akasaka Blitz,http://www.tbs.co.jp/blitz,TBS Square 5-3-6 Akasaka,http://www.tbs.co.jp/blitz/a_map.html,Akasaka,Akasaka,6800,
"MOJA, Necrono Maidol, Nemresu, THE Summer Demon, Bored with 3 am, NECRONOMIDOL, Yazima X",2017-12-12,Mixed Genre,Basement Bar,http://www.toos.co.jp,"5-18-1-B1F, Daizawa, Setagaya-ku",,Shimokitazawa,Shimokitazawa,2500,3000
"Kawaguchi Masami, Toshimitsu Akiko, Morohashi Shigeki",2017-12-12,Psychedelic,Club Doctor,http://www.clubdoctor.co.jp,"Kamiogi 1-16-10 B1, Suginami-ku",,Ogikubo,Ogikubo,2000yen + drink order,2300yen + drink order
"Taku Sugimoto, Masahiko Okura, Judith Hamann, Samuel Dunscombe",2017-12-12,"Avant garde,Experimental,Improvised",Ftarri,http://www.ftarri.com/suidobashi/index.html,"Okano Bld.B1, 1-4-11, Hongo, Bunkyo-ku, Tokyo",,Suidobashi,"Suidobashi, Korakuen, Hongo-sanchome",,"¥2,000"
"William ""Bilwa"" Costa (from Germany) Unnatural Field Recordings: Tokyo, Kiyasu Orchestra, Juris",2017-12-12,"Improvised,Free Jazz,Experimental,Noise",Art Bar Ten (天),http://asagaya-ten.com/,Asagaya-kita 2-1-5 B1F,http://asagaya-ten.com/access.html,Asagaya,Asagaya,2000yen + 1 drink,2000yen + 1 drink
"Sawori Shimada, Taiichi Hori, Aly Nakamura",2017-12-12,"Acoustic,Pop",Koenji U-hA,http://coffeeuha.web.fc2.com/,"Ems Bldg. 4-4-12 Koenji-minami, Suginami-ku, Tokyo",http://coffeeuha.web.fc2.com/access.html,Koenji,Koenji,,2000 + drink (500)
"Akira Ishii (pf), Hideaki Kanazawa (bass)",2017-12-12,Jazz,Apollo,http://ameblo.jp/430416apollo/,"B1 2-9-22 Kitazawa, Setagaya-ku",http://ameblo.jp/430416apollo/entry-12101940478.html,Shimokitazawa,Shimokitazawa,,2800yen + drink order
"Natsuki Kido, Nobumasa Tanaka",2017-12-12,"Acoustic,Instrumental,Jazz",63,http://jmsu.web.fc2.com/63/,"B1F 5-95, Aioicho, Naka-ku, Yokohama",http://jmsu.web.fc2.com/63/map.html,Yokohama,Kannai,,"¥3,000 (+ tax, order)"
"A Place To Bury Strangers, Guitar Wolf",2017-12-13,"Noise Rock,Shoegaze,Garage Rock",O-Nest,http://www.shibuya-o.com/nest,"ON AIR WEST bldg. 6F, 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,4500,
"SHAPEEN!!, YGK, The Peckerheads, Achin'",2017-12-13,"Pop-punk,Punk",Pit Bar,http://ameblo.jp/pitbar,"3-14-10 B1F Nishiogi Minami, Suginami-ku",,Nishi-Ogikubo,Nishi-Ogikubo,"¥1,000","¥1,500"
"Toh Chu Ka Soh (HASHIMOTO Hideki, YOSHIMOTO Yumiko, SUZUKI Chiho, SHIMADA Toru)",2017-12-13,"Avant garde,Experimental,Free Jazz,Improvised",Flying Teapot,http://flyingteapot1997.wixsite.com/ekoda-flying-teapot,"Enomoto Bldg B1F, 27-7 Sakae-cho, Nerima-ku",,Ekoda,Ekoda,,"1,500yen + 1 drink"
